"","HCOOH.O","CCO_OH.O","RCO_OH.O","CCO_OOH.O","RCO_OOH.O","SO2.O","ALK1.O","BACL.O","PAN.O","PAN2.O","MA_PAN.O","H2O2.O","N2O5.O","HONO.O","ALK2.O","ALK3.O","ALK5.O","ARO2.O","HNO4.O","COOH.O","MEOH.O","ALK4.O","ARO1.O","DCB2.O","DCB3.O","CRES.O","NPHE.O","ROOH.O","BALD.O","PHEN.O","CO.O","MGLY.O","ACET.O","HNO3.O","ETHENE.O","GLY.O","ISOPRENE.O","TERP.O","METHACRO.O","OLE1.O","ISOPROD.O","OLE2.O","MVK.O","CCHO.O","HCHO.O","RNO3.O","RCHO.O","MEK.O","PROD2.O","O3.O","HO2.O","RO2_N.O","RO2_R.O","NO.O","NO2.O","NO3.O","CO.S","ACET.S","HCHO.S","NO2.S","UFP.S","To","a","LightFlux"
"ALK5 median",0,0,0,0,0,-0.0185911414499984,4.85352625045305,0,-5.89271320005412,-5.27035479534902,-6.88031401509705,-1.88194358189605,0,2.17194769870008,2.18712362220352,0.367560090362167,0.620728113580077,0.0654731503239073,0,-26.6338615783122,0.74188767220936,0.606742589985842,1.27994114605649,0,0,0,0,14.3506990428097,0,0,-0.00351383408494636,12.5676619933021,2.72943543669135,-2.28818819507931,2.13133158352681,0,-4.50552464842958,0,3.45070964585311,2.30160107188123,1.88951971550053,0,0,1.55305162423119,1.25032733760831,3.45070964585311,1.71771620063592,2.17737565267559,9.07992557490157,-0.0579355896452995,0,0,0,0,0.0188318297956257,0,0,0,0,0,0,-0.000985289971299701,-0.017174832474881,0
"ALK5 min",-393.686522316709,-1694.47541341218,-1395.34733978283,-1325.41199913809,-1694.47541341218,-171.576624752919,-465.115779927609,-1694.47541341218,-1159.87213273156,-1574.74608926684,-1694.47541341218,-894.926004029195,-741.097950346925,-95.7491104324295,-524.915363088946,-324.109952452178,-199.33533425469,-377.521657118765,-51.8561800512527,-447.485346935474,-542.694049079123,-157.474608926684,-1574.74608926684,0,-894.926004029195,-1492.3288493445,0,-77.9657804384322,-455.061294038536,-1492.3288493445,-12.3125201973076,-564.825137804059,-247.700463824601,-121.338156261326,-104.618362582807,-1574.74608926684,-627.710175496845,-454.126450102958,-454.126450102958,-77.1167538116347,-404.472519583666,-579.936066365782,-655.575123357441,-103.352173656241,-155.596797265393,-390.45926231519,-229.300975084824,-1395.34733978283,-355.537989788748,-14.58940601364,-131.114732530661,0,-741.097950346925,-35.2604173112019,-4.49357276766265,-140.778740540411,-0.00293893765648712,-2.38303392842817,-5.28131843597595,-0.0220035646532805,-0.0037796669657855,-0.929457039368702,-4.7951018428136,-333.77913367951
"ALK5 max",182.115620574864,123.617231844555,447.485346935474,447.485346935474,455.061294038536,627.710175496845,1574.74608926684,82.5885065801212,37.7711162028927,25.1807441352618,89.4970693870948,115.651165991986,1574.74608926684,143.051725113654,559.223318686836,83.4447834198775,314.949217853367,564.825137804059,455.061294038536,428.319052539065,331.352999784523,838.834978030254,454.126450102958,727.127841960957,251.52129603646,67.7549726638191,158.797317805885,1492.3288493445,856.517728381088,67.7549726638191,1.81844301574098,266.817314002374,447.463002014598,182.115620574864,894.926004029195,229.300975084824,187.460447829482,1395.34733978283,1677.66995606051,82.5885065801212,247.700463824601,1395.34733978283,1677.66995606051,110.812681775769,35.1979620439399,436.203629272039,436.203629272039,1694.47541341218,153.217674381989,51.576672270155,378.395955529988,155.596797265393,158.797317805885,103.352173656241,104.383565286554,158.797317805885,0.0745026603240788,454.126450102958,454.126450102958,19.2323674398485,0.890742728782362,0.192936301061852,3.86187827008249,260.375109437537
"ARO2 median",0,0,0,0,0,-0.0273161657726813,2.96585713492162,0,-3.38134484558955,-2.92907262576227,-3.92521096218799,-1.02448558718473,0,1.29112717709956,1.24075474354146,0.207564592239937,0.352968394018257,0.10167683926498,0,-14.8292856746081,0.754792503808108,0.34230848507915,0.759280524861274,0,0,0,0,8.26962133038804,0,0,-0.00178982550560982,6.62630483308627,1.62895042339359,-1.21474397676997,1.3044882196865,0,-2.64658943007052,0,1.962605481094,1.40387974435741,1.36964708542108,0,0,0.90857010161464,0.66899277263801,1.67369861117516,1.20910331309981,1.08184495406829,5.63382610280466,-0.0333248594018538,0,0,0,0,0.0118672995601618,0,0,0,0,0,0,-0.000515079260942578,-0.0101347222514775,0
"ARO2 min",-259.436855127073,-1111.84581470482,-921.225739790868,-862.49138202575,-1111.84581470482,-114.348525113254,-307.075246596956,-1111.84581470482,-767.042765158286,-1037.74742050829,-1111.84581470482,-592.735245686024,-493.088374562931,-63.1413033954407,-345.915806836097,-214.690084655526,-131.603677112981,-251.287296900579,-25.359212743951,-299.198779642132,-355.205534093067,-103.774742050829,-1037.74742050829,0,-592.735245686024,-974.079831302494,0,-41.3839140035622,-304.101874439105,-974.079831302494,-7.91047342687402,-370.615271568274,-162.704382175545,-75.706242956928,-69.3936256850635,-1037.74742050829,-416.361754110381,-301.073258753837,-301.073258753837,-41.7651614555415,-269.103113234073,-383.521382579143,-436.981980161631,-67.2887899575749,-89.4400423477312,-259.888080396267,-151.412485913856,-921.225739790868,-238.812751658962,-9.94233294512843,-74.167459148387,0,-493.088374562931,-23.2299601525188,-2.92559956337282,-80.8370911510239,-0.00164777402134607,-1.57253883392324,-3.48508606437043,-0.012336737437303,-0.00249416217372739,-0.611253830445664,-2.3439974004813,-221.444476214312
"ARO2 max",120.257051386311,76.1552550543228,299.198779642132,299.198779642132,304.101874439105,416.361754110381,1037.74742050829,50.782339150192,20.4638523821739,13.6425682547826,59.8397559284264,70.9265331060443,1037.74742050829,94.0738871321109,367.771054651474,55.3611190535781,207.549484101658,370.615271568274,304.101874439105,286.623125948487,215.622845506437,551.656581977212,301.073258753837,465.859103434083,170.632725521406,50.782339150192,91.6958192242989,974.079831302494,551.178681118066,50.782339150192,1.20338422594196,175.230803239074,296.367622843012,120.257051386311,592.735245686024,151.412485913856,125.716634858995,921.225739790868,1103.31316395442,45.8235934113273,162.704382175545,921.225739790868,1103.31316395442,71.1942608418662,23.0239434954825,289.640565189426,289.640565189426,1111.84581470482,103.300296244781,27.4707222238505,252.503321636904,89.4400423477312,91.6958192242989,67.2887899575749,67.7650422794169,91.6958192242989,0.0432342770734334,301.073258753837,301.073258753837,12.4456422408941,0.592654296349677,0.127143766296041,1.86452732959451,170.986315469784
"HNO4 median",0,0,0,0,0,0.00049085811140964,-0.00311932069024699,0,0.00211478963988486,0.000638074082685963,0,0.00410692066794929,0,0,-0.000281185188980255,-4.92282675069289e-05,1.5571514774435e-06,0.0035914749037255,0,0.000430392922659067,0.0028001731826927,0.00047279049976688,0,0,0,0,0,-0.00640539936663328,0,0,1.69211147520906e-05,-0.00137533938169834,-0.00181412654898251,0.00310057658473111,-0.00195512810593732,0.0412569067907297,0.0118729082302787,0,0,-0.00124516188243369,0,0.00265998264810149,0.00752759628610113,0.00533445319988915,0.00188256516210731,0.00883807528903314,0,0,-0.00806813640903133,5.36667076847734e-05,0,0,0,0.000112584698713438,0.000160052370956459,0,0,0,0,0,0,8.83422467538404e-07,9.85764400860744e-06,3.35413361937075e-09
"HNO4 min",-8.4433920425252,-7.40828522378801,-6.81469691104117,-2.25658289933901,-6.81469691104117,-0.148129684956582,-0.269703232280938,-1.74592283901868,-0.351665048028134,-0.444389054869747,-4.2216960212626,-0.255860364925006,-6.81469691104117,-0.309758950501871,-0.356440168868156,-0.0904312955259978,-0.268348017524641,-0.166212119781492,-0.323824622846176,-8.4433920425252,-0.851837113880146,-0.75219429977967,-0.536696035049283,-2.7578791556042,-5.51062799425495,-0.586270903243508,-3.93676763170759,-1.36293938220823,-6.81469691104117,-0.586270903243508,-0.00792406843647294,-2.58708886201686,-0.202123670942601,-0.342649092164997,-0.457360699149066,-6.81469691104117,-2.16765868370395,-1.1623347971633,-1.70367422776029,-0.202066992499128,-2.25658289933901,-1.025913052303,-1.70355027982956,-0.736981601569231,-0.567891409253431,-1.94777103922151,-1.1623347971633,-1.21335665455712,-0.340734845552059,-0.162923988531744,-8.4433920425252,-2.16808036676358,-3.93676763170759,-0.378594272835621,-0.0366108299271068,-3.48973848115603,0,-0.133984095866764,-0.133984095866764,0,-9.80132376494251e-05,-0.000276686430671041,-0.0142164656400458,-0.285654915529969
"HNO4 max",5.17417772403371,5.17417772403371,7.29380441665389,2.16808036676358,1.94777103922151,0.113578281850686,0.469077335695844,1.03012889674148,0.333704743061911,0.378594272835621,2.27156563701372,0.14365899614902,0.937479445759227,1.40723200708753,0.360543037686896,0.360543037686896,0.168511868736949,0.564145724834753,0.820383856723121,4.54730455718567,0.767581094775018,0.122368000616307,0.337735681701008,0,8.4433920425252,0.356663825843706,0,8.4433920425252,8.15211367377989,0.356663825843706,0.00243411856631548,2.81446401417507,0.277922326299728,0.276137685435724,0.26126592640122,4.2216960212626,4.07605683688994,2.1108480106313,1.74592283901868,0.228199784933113,1.68867840850504,1.74592283901868,1.45876088333078,0.527712002657825,1.25242527533064,6.81469691104117,1.12829144966951,1.1623347971633,0.767581094775018,0.0798085068790661,6.81469691104117,0,0.97761466472761,0.40317076757004,0.0646516296614819,1.03012889674148,0.00394759265557857,0.12470877421562,0.24941754843124,0.360669729629533,0.00102084535152301,8.57993215199201e-05,0.0142655461326607,0.361725182103991
"COOH median",0,-0.0337049906261114,0,0,0,-0.0144324679744479,-0.0330948773312251,0,-0.0185971960566066,-0.0220118471129896,0,0.0138436987207412,0,-0.00221619728973108,-0.0283345743879526,-0.00461788986017094,-0.00400445306368269,-0.00867787432767635,0,0.106680112042111,-0.0598095190549446,-0.0103149127723169,-0.0100458443965837,0,0,0,0,0.103905936691256,0,0,-8.09578081693407e-05,0,-0.0134427855569608,-0.0148692429859515,-0.00680046798763899,-0.180825199138506,0.0717494847901818,0,0.0672695495433262,0.0119151546431547,0.150464166479847,0,0.240478397649954,-0.0723995711953144,-0.0424105864045943,-0.0862971119722582,0,-0.122363112373288,0.00352702663826156,6.43311233388092e-05,0,0,0,-0.00157291259824984,-0.000400676477153469,0,0,0,0,0,0,1.83651791958117e-06,-1.85113834553446e-05,0
"COOH min",-20.2870933972788,-21.1672610817531,-33.8859909096677,-77.9256369093089,-77.9256369093089,-3.5736133564148,-17.4369834003502,-77.9256369093089,-3.68437245233544,-5.56611692209349,-38.9628184546544,-3.58396306358576,-77.9256369093089,-4.87122012379859,-24.3996194202644,-24.3996194202644,-11.0690127220318,-32.0271830551068,-2.24093690369428,-25.698269810751,-3.28487551153401,-11.9491410073856,-22.1380254440635,-7.05896368591001,-77.9256369093089,0,0,-1.72705228662728,-13.2166033925238,0,-0.228960038082861,-38.9628184546544,-17.4369834003502,-2.46362946577745,-2.75091208553043,-35.8474230221567,-14.1770077843394,-42.2622863666716,-42.2622863666716,-1.88120263624407,-35.8474230221567,-46.9494818643451,-66.9828479732295,-4.32920205051716,-4.24334601601267,-33.8859909096677,-14.1770077843394,-7.82595787355095,-2.13634345134558,-3.54943234138321,-3.35110392628858,0,-77.9256369093089,-2.53475613536317,-2.19534159285335,0,-0.00282107378504504,-0.172890338833407,-0.383162372549713,-0.868890725793873,-0.000274216784996893,-0.00186461649814453,-0.284091536467388,-25.698269810751
"COOH max",4.89503653501937,2.2078653864986,4.43963496100478,7.05896368591001,6.81468031239341,3.31107156862539,19.4848804951944,7.05896368591001,1.72705228662728,2.19534159285335,2.35298789530334,4.06017172681272,3.68437245233544,10.1435466986394,27.1105166795107,6.42456745268775,10.5655715916679,16.9429954548339,2.13634345134558,21.1672610817531,6.81468031239341,18.9520779879771,42.2622863666716,0.998705677681435,4.58203381643646,7.05896368591001,1.09024238710613,5.19504246062059,2.24093690369428,7.05896368591001,0.173245320532639,18.7492185067835,18.0697443562184,1.57601725423021,7.0885038921697,3.23047514484262,13.2166033925238,3.68437245233544,77.9256369093089,5.39685508704712,20.0232705825787,77.9256369093089,16.8422272231544,2.18647987938132,1.35339057560424,40.0465411651575,40.0465411651575,3.28487551153401,6.49380307577574,1.38998033509372,2.3062813652664,0.840043397999394,1.77623695563313,6.03746948095309,2.58601502292838,1.12806101011833,0,42.2622863666716,42.2622863666716,0,0.093660621285227,0.000382791062617304,0.347484154167113,1.70447099130324
"HOCOO median",4.36263264155013e-08,0,0,0,0,3.31876143994886e-08,-1.93119039497329e-07,0,1.36184101414073e-08,0,0,7.12265758203049e-08,0,-3.56529867191527e-08,-1.01601356461258e-07,-2.28273231479322e-08,-2.21596064080889e-08,-4.86865380059634e-08,0,0,3.5914266928029e-08,-2.99453315867717e-08,-5.19604564051739e-08,0,0,0,0,-1.74124187119201e-07,0,0,-2.22501420941873e-10,-4.71885490022414e-07,-7.57453146187755e-08,5.09995789433427e-08,-4.67072268033054e-08,0,-1.47960000333073e-08,-3.72429465409521e-08,0,-2.49409790825067e-08,0,-2.0047171323095e-07,0,2.18131632077507e-08,1.11850367639218e-08,2.1307705676516e-08,0,0,-1.11114850805769e-07,2.54205380998222e-09,0,0,0,-7.30587464771675e-09,-1.56828782844937e-09,0,0,0,0,0,0,1.7063901364916e-11,9.25020764506798e-11,0
"HOCOO min",-2.95377391412746e-05,-3.81549060397685e-05,-9.02099771505799e-05,-4.53468983710667e-05,-4.53468983710667e-05,-3.97637748056666e-06,-1.04250922242036e-05,-5.19552205799755e-05,-1.91433814892894e-05,-1.433138689407e-05,-1.957163961022e-05,-3.19398876236584e-06,-3.10529850338987e-05,-2.95377613019103e-05,-6.56394695598007e-06,-1.33685683359e-06,-6.55827281068829e-06,-6.81640645428699e-06,0,-3.66522136093343e-05,-1.61115061646783e-05,-1.51156327903556e-05,-1.31165456213766e-05,-2.07149558027216e-06,-0.000177226567811462,-5.56453604544245e-05,-1.45414092088358e-05,-0.000177226567811462,-0.000125717714180423,-5.56453604544245e-05,-5.66035068948682e-07,-5.90755226038206e-05,-5.06361622318462e-06,-8.05730814159248e-06,-1.53772045809329e-05,-8.86132839057309e-05,-6.28588570902115e-05,-4.63182027279177e-05,-3.54453135622924e-05,-4.92296021698505e-06,-4.53468983710667e-05,-1.96375112609283e-05,-3.10529850338987e-05,-1.10766604882164e-05,-1.96918408679402e-05,-8.86132839057309e-05,-2.21533209764327e-05,-1.57415818801219e-05,-1.77226567811462e-05,-2.52652347751229e-06,-3.914327922044e-05,-2.07149558027216e-06,-4.53468983710667e-05,-1.99130975069058e-06,-4.58049478495623e-07,-1.45414092088358e-05,-3.00139131991296e-08,-6.50850053191396e-08,-1.44242444220796e-07,-7.39871300121964e-06,-1.03229602246991e-10,-3.42434319712187e-09,-3.97064243570572e-08,-1.15997097000174e-05
"HOCOO max",0.000177226567811462,0.000177226567811462,3.30261921372966e-05,5.70072081074707e-05,3.05961315134042e-05,3.19398876236584e-06,1.22604900194361e-05,2.64340542598888e-05,1.65669203092896e-05,9.32771409534009e-06,8.86132839057309e-05,6.02518550470593e-06,3.30261921372966e-05,5.2487774502203e-06,5.18731184437385e-06,5.18731184437385e-06,2.88522840984227e-06,1.13367245927667e-05,5.70072081074707e-05,0.000177226567811462,6.77303784821956e-06,4.04703725415772e-06,1.15409136393691e-05,3.86934250212717e-05,2.64340542598888e-05,6.30339381986882e-06,3.914327922044e-05,9.5716907446447e-06,3.914327922044e-05,6.30339381986882e-06,6.85336280990403e-08,1.957163961022e-05,5.12573486031097e-06,1.65463791807635e-05,8.6444629709902e-06,5.70072081074707e-05,5.47720669445918e-05,1.91433814892894e-05,3.10529850338987e-05,5.90947930397045e-06,1.56113279259373e-05,3.10529850338987e-05,2.23095961053863e-05,9.74413642126176e-06,2.64238037825179e-05,3.48566182699588e-05,3.38714258954897e-05,1.45414092088358e-05,6.47812833872381e-06,2.56659326867037e-06,0.000177226567811462,3.25534706689638e-05,5.41046344504981e-05,2.09481952802604e-06,2.65627297871684e-06,3.914327922044e-05,1.519752030963e-10,1.15409136393691e-05,1.15409136393691e-05,1.13782481899324e-09,8.44251180641485e-09,1.75291351293185e-09,3.75241515586411e-08,5.34742733436002e-06
"BZNO2_O median",0,0,0,0,0,8.10550570110449e-15,0,0,0,0,0,8.39577141418025e-15,0,0,0,9.69287063239683e-16,0,0,0,0,-1.66791519937145e-15,0,0,0,0,0,0,0,0,0,2.60831864212811e-17,0,0,2.40555683086222e-15,-8.34854494120632e-15,0,0,0,0,0,0,0,0,9.41052089660623e-15,6.59633907159345e-14,1.09099448003614e-13,0,-2.30764966549557e-14,1.81128629223421e-13,-3.79162292384935e-16,0,0,0,0,1.57624225703889e-15,0,0,0,0,0,0,1.14049913663922e-18,-1.49377420193166e-16,0
"BZNO2_O min",-0.54765613766166,-1.77988244740039,-2.37317659653386,-7.11952978960157,-7.11952978960157,-0.0630046884035537,-1.04425078677762e-07,-7.11952978960157,-0.284781191584063,-0.508537842114398,-3.55976489480079,-0.10170756842288,-7.11952978960157,-1.94926813531822e-07,-8.12195056382592e-08,-1.36630944064361e-08,-3.56573439387479e-08,-8.12195056382592e-08,-1.26156995737953e-08,-1.77988244740039,-0.154772386730469,-3.24878022553037e-08,-8.86030970599191e-08,-2.94012101763384e-07,-7.11952978960157,-1.70726287423481e-09,-2.94012101763384e-07,-5.84780440595466e-07,-2.92390220297733e-06,-1.70726287423481e-09,-4.27034059146682e-10,-3.55976489480079,-5.62288885187948e-08,-0.165570460223292,-4.49831108150359e-08,-2.37317659653386,-0.154772386730469,-1.77988244740039,-7.30975550744333e-07,-4.87317033829555e-08,-9.7463406765911e-07,-1.90884065553377e-07,-3.55976489480079,-0.395529432755643,-0.129445996174574,-9.44140739494535e-07,-1.71994247233961e-07,-0.711952978960157,-1.53889589630386e-07,-0.00269577046179537,-9.44140739494535e-07,-1.49260035673948e-08,-7.11952978960157,-0.054765613766166,-3.46844863935626e-09,-2.94012101763384e-07,-5.58000797246823e-11,-1.36345761109555e-08,-2.72691522219111e-08,-3.16044149028873e-10,-4.60961278805548e-11,-3.05887423828209e-05,-0.00277564514214486,-5.13570836310238e-05
"BZNO2_O max",9.44140739494535e-07,1.47006050881692e-07,9.44140739494535e-07,5.20218627356959e-07,9.44140739494535e-07,5.31618582359515e-08,0.355976489480079,1.90884065553377e-07,1.04425078677762e-07,1.62439011276518e-07,9.7463406765911e-07,7.30975550744333e-08,9.44140739494535e-07,0.0949270638613543,0.24550102722764,0.051590795576823,0.151479357225565,0.296647074566732,5.20218627356959e-07,5.20218627356959e-07,1.18017592436817e-07,0.173647068039063,0.374712094189556,2.64011177483435e-08,1.90884065553377e-07,1.90340437800297e-08,3.8199457349907e-08,0.474635319306772,9.44140739494535e-07,1.90340437800297e-08,0.00398629887435698,3.14713579831512e-07,0.169512614038133,5.12965298767953e-08,0.087895429501254,9.44140739494535e-07,1.21829258457389e-07,1.34877248499219e-07,7.11952978960157,0.0818336757425468,0.711952978960157,7.11952978960157,1.88828147898907e-07,7.26262107303489e-08,7.86783949578779e-08,1.42390595792031,5.2452263305252e-08,5.55376905585021e-08,0.593294149133465,1.90979895687611e-09,2.92390220297733e-06,2.64011177483435e-08,1.90884065553377e-07,5.2452263305252e-08,0.00806288764394289,3.8199457349907e-08,4.9469472152018e-11,0.64722998087287,1.18658829826693,3.51965074611178e-10,0.00855712715096343,4.21414785030531e-11,5.06566563232386e-10,2.09018434385353e-09
"MEOH median",0.13126561311372,1.34545494743693,0,0,0,0.0374879042643288,-0.124228239506498,0,0.240646894964691,0.319767931681388,0.947734526292926,0.098210759392725,0,-0.0927702749371383,-0.07119802743717,-0.0128371400894451,-0.0112179598939556,-0.0199560958595104,0,0.27333283603641,0.1494238420834,-0.0118411798880642,-0.0257512200563851,0,0,0,0,-0.638480020941242,0,0,2.57857773599762e-05,-0.188520748908364,-0.0652813780900654,0.132403264073334,-0.101446767050897,0,0.103488614612066,0,-0.417385129550695,-0.137976865126072,-0.543510395325365,0,-0.355674751656143,0.12231408613063,0.0478033705454378,0,-0.137039953771011,0.143410111636313,-0.261266923190699,0.00311936796817576,0,0,0,-0.00222362621589087,-0.00103963648295054,0,0,0,0,0,0,3.81342291572106e-05,0.000939884612714725,0
"MEOH min",-13.4783211629364,-29.65230655846,-129.072226840886,-148.2615327923,-148.2615327923,-113.742651220545,-194.603127619251,-108.187184171735,-4.70137213327119,-7.57443288138136,-37.065383198075,-38.3681628220776,-194.603127619251,-26.5118656966907,-68.5651699052346,-14.408622661245,-42.306168664932,-82.8495803021585,-146.87517746855,-129.072226840886,-33.0196995951794,-97.8188786861954,-104.652101434305,-34.9476871671474,-144.640536747685,-108.187184171735,-6.83405760581736,-142.404207840042,-51.28098144275,-108.187184171735,-1.11332022802453,-14.6075316277409,-70.5774716591651,-3.97119356507001,-141.15494331833,-74.1307663961499,-10.4229839239471,-184.081430792202,-1988.3899272518,-22.8550566350782,-198.83899272518,-1988.3899272518,-195.637757372391,-3.90920369588337,-1.98137721572171,-397.677985450361,-39.2879730920683,-195.637757372391,-165.699160604317,-1.93601846974228,-12.0766749616769,-6.4218974991433,-6.83405760581736,-7.14410889233905,-4.29918722472011,-6.83405760581736,-0.00266100560746813,-180.762720659255,-331.398321208634,-0.135423785375402,-2.38989173948534,-0.0238425787330619,-0.288721146607431,-10.5914204094861
"MEOH max",152.953071327062,497.097481812951,662.796642417268,1988.3899272518,1988.3899272518,60.2362730057009,61.360476930734,1988.3899272518,165.507185265311,194.603127619251,994.194963625902,141.15494331833,1988.3899272518,5.91350255480082,64.867709206417,14.0808988978707,26.2973472560289,24.4547196715489,24.58511577878,497.097481812951,56.2084453423803,19.4603127619251,194.603127619251,24.1782471465691,1988.3899272518,142.404207840042,0,7.94238713014002,148.2615327923,142.404207840042,0.232038991017021,994.194963625902,37.9142170735151,46.2416262151582,18.9571085367575,662.796642417268,113.742651220545,497.097481812951,50.0087622463734,3.3326455791276,26.5463724156738,86.3506551345868,994.194963625902,110.466107069545,36.152544131851,23.6438836093301,14.2178314025681,198.83899272518,146.87517746855,1.37696797454448,24.58511577878,0,1988.3899272518,15.2953071327062,0.510476889878821,8.3117432565042,9.9412712548209e-05,0.0803264364372615,0.17802075102312,0.000744294130596538,0.00012740363226026,0.10838656918138,0.775200751365225,14.9762452831429
"ALK4 median",0,0,0,0,0,-0.135258956232158,3.00378504153311,0,-4.14840414641148,-4.84419223306648,-9.82288918408042,-1.63296229213399,0,2.08653572207261,1.9485639833237,0.351806318617944,0.72007560595182,0.555622513018234,0,-16.9645043757122,0.127129274973432,0.66683802316565,1.57950587177518,0,0,0,0,7.70467307462398,0,0,-0.000558868729883037,9.09120216748877,1.56403368582644,-1.51664363112274,1.24678308554683,3.20589783509723,-3.53575991511346,0,4.41357007640296,1.24974087663016,4.98214931033951,0,0,1.4468685408365,0.803430346802474,2.61287091239047,1.94160149330899,1.57360860278349,4.64939103432808,-0.0520108060146576,0,0,0,0.0450924809949337,0.0386927738602624,0,0,0,0,0,0,-0.000718894189270706,-0.0117160702636439,0
"ALK4 min",-197.335973780089,-856.264856129348,-695.674063130786,-681.21225689231,-856.264856129348,-64.7363724832238,-231.891354376929,-856.264856129348,-573.771641960692,-789.343895120354,-856.264856129348,-437.109452754603,-406.194492868914,-60.3518528046684,-263.114631706785,-177.589778365937,-99.3820090186837,-211.736231793735,-64.67704243648,-228.765944458299,-275.400570294794,-78.9343895120354,-789.343895120354,0,-437.109452754603,-761.293422604455,0,-76.7654405106148,-233.513940286357,-761.293422604455,-5.59129568698339,-285.421618709783,-128.689132642345,-72.8327646650807,-49.9158678961951,-789.343895120354,-299.495207377171,-255.343039100913,-255.343039100913,-67.0904542595328,-227.777354352119,-286.885820980346,-361.452893309907,-43.9832160076645,-131.949648022994,-219.540943406874,-141.201439072744,-695.674063130786,-173.000343551477,-6.39672258577303,-112.82005474719,0,-406.194492868914,-17.7003206461202,-3.04956610270604,-116.040768934525,-0.00263507270493186,-1.16985320659108,-2.59264764703969,-0.0197285548065579,-0.00185547317099552,-0.467858656277248,-4.16243565920087,-183.95166633607
"ALK4 max",117.173757707339,78.9524642670343,228.765944458299,228.765944458299,233.513940286357,299.495207377171,789.343895120354,77.5070757290637,32.43411791382,21.62274527588,77.5070757290637,63.4272908145146,789.343895120354,76.3737408726718,281.494958193478,45.9879165840175,157.868779024071,285.421618709783,233.513940286357,217.048391916324,170.303064223078,422.242437290217,255.343039100913,399.728496287753,110.687461767934,61.0502089200471,133.902907954987,761.293422604455,460.037893048663,61.0502089200471,1.01795386057288,161.977301126008,218.554726377301,117.173757707339,437.109452754603,141.201439072744,85.8703598912826,695.674063130786,844.484874580433,76.33549321019,128.689132642345,695.674063130786,844.484874580433,63.0538530030874,21.0886432586017,245.660971091677,245.660971091677,856.264856129348,71.7446013473179,42.6815786216701,188.41518770051,131.949648022994,133.902907954987,64.8682358276399,69.1920722888737,133.902907954987,0.07219138183689,255.343039100913,255.343039100913,22.2349456057621,0.488214534698214,0.0967096171429005,3.35940545878775,155.631870206804
"ARO1 median",0,0,0,0,0,0.286262654796056,8.61888613878968,0,-7.95292095452034,-6.46733848301827,0,-2.64927430482377,0,2.54427700701859,2.87257283991947,0.487710809834263,0.221973468302502,-0.966760194334332,0,-51.9763828453318,3.41099596913452,0.392564066587626,0.449930909963743,0,0,0,0,21.1062806133198,0,0,-0.0172524648828189,14.6771944445661,4.72980479030244,-2.47259434322182,4.25491409601274,0,-8.61014149067725,0,0,4.38378329656894,0,-2.54873142142687,0,0.320298634993002,1.35513348996493,4.20245273904653,0.865420965723129,3.55462268323289,15.6094069408006,-0.0766110656579685,0,0,0,-0.0712048649500501,-0.0245563008577763,0,0,0,0,0,0,-0.00155554828255693,-0.0324234827675485,0
"ARO1 min",-1081.59698959549,-4603.54310353819,-3857.85547005907,-3511.33873186838,-4603.54310353819,-581.259011694324,-1285.95182335302,-4603.54310353819,-3233.40015204943,-4326.38795838197,-4603.54310353819,-2525.59195009106,-1888.54858196129,-286.125837546,-1442.12931946066,-800.208870980798,-551.122210008439,-928.904270336038,0,-1228.94946421096,-1465.00766042767,-432.638795838197,-4326.38795838197,0,-2525.59195009106,-3996.7774554655,0,-72.7585494927579,-1244.75077109639,-3996.7774554655,-33.5250317767434,-1534.51436784606,-621.467942020846,-300.028373065907,-301.462341548813,-4326.38795838197,-1808.77404929288,-1145.94528411187,-1114.53841784594,-103.450851130113,-993.987614039537,-1616.70007602471,-1649.38272500877,-295.406847610826,-278.860445470078,-960.118682432131,-508.676565158485,-3857.85547005907,-1026.63302226949,-45.7808314369227,-178.570090674958,0,-1888.54858196129,-90.4815358508585,-12.8437759830794,-188.126559368769,-0.003906646322583,-6.20337274583519,-13.7480152745537,-0.0292487133052026,-0.00983900512879082,-2.5393713067309,-7.70168248033793,-823.547731425586
"ARO1 max",373.14406010831,311.187692774098,1228.94946421096,1228.94946421096,1244.75077109639,1808.77404929288,4326.38795838197,379.26981517558,51.8462533853705,46.6651373758858,245.789892842193,275.827388989819,4326.38795838197,354.403552016004,1527.85506954976,218.26500993568,865.277591676394,1534.51436784606,1244.75077109639,1187.23026480277,877.834682967096,2291.78260432464,1114.53841784594,1749.82374086501,795.147399533317,379.26981517558,218.443186336398,3996.7774554655,2132.29227279939,379.26981517558,4.47072683720094,664.350940803079,1262.79597504553,373.14406010831,2525.59195009106,624.05825156186,624.05825156186,3857.85547005907,4583.56520864927,195.61960693312,621.467942020846,3857.85547005907,4583.56520864927,301.72528599069,162.742459103711,1070.92812110212,1070.92812110212,4603.54310353819,458.811400434429,82.5677729332557,1066.1999209713,213.719268589562,424.407690828213,295.406847610826,295.605755786556,218.443186336398,0.0971419740801615,1114.53841784594,1114.53841784594,13.6100805443496,2.26989012254963,0.530064684927955,6.22946429584377,591.663575994655
