"","HCOOH.O","CCO_OH.O","RCO_OH.O","CCO_OOH.O","RCO_OOH.O","SO2.O","ALK1.O","BACL.O","PAN.O","PAN2.O","MA_PAN.O","H2O2.O","N2O5.O","HONO.O","ALK2.O","ALK3.O","ALK5.O","ARO2.O","HNO4.O","COOH.O","MEOH.O","ALK4.O","ARO1.O","DCB2.O","DCB3.O","CRES.O","NPHE.O","ROOH.O","BALD.O","PHEN.O","CO.O","MGLY.O","ACET.O","HNO3.O","ETHENE.O","GLY.O","ISOPRENE.O","TERP.O","METHACRO.O","OLE1.O","ISOPROD.O","OLE2.O","MVK.O","CCHO.O","HCHO.O","RNO3.O","RCHO.O","MEK.O","PROD2.O","O3.O","HO2.O","RO2_N.O","RO2_R.O","NO.O","NO2.O","NO3.O","CO.S","ACET.S","HCHO.S","NO2.S","UFP.S","To","a","LightFlux"
"R2O2 median",0,0,0,0,0,2.4026222397052e-05,-0.00735343114731442,0,0.00256888624329514,0.00150344734005209,0,0.000996316353720329,0,-0.0135059805248617,-0.00258078162440073,-0.000577074687332472,-0.00124604555307717,-0.0051160701516898,0,0,-0.000932585582741676,-0.000839327024467508,-0.00258078162440073,0,0,0,0,-0.00177845886358287,0,0,-2.25738178956477e-05,-0.0090403232838143,-0.00297930409469945,0.000274427101004584,-0.00315842073882899,-0.00883323528112566,3.39423891858431e-05,-0.0236977857551849,0,-0.00232932677753492,0.00133445474908854,-0.00459790228409645,-0.000420144118428168,-0.00402856676530189,-0.000500420530908203,0.000263045093473971,0,-0.00140800036124569,-0.00314377627651076,0.000260774013082263,0,0,0,-0.00336986425657127,-0.000242046675137756,0,0,0,0,0,0,3.73490752803966e-07,3.85177315629818e-06,-9.36163808855523e-08
"R2O2 min",-10.3126023681646,-33.5159576965349,-44.6879435953799,-134.06383078614,-134.06383078614,-1.20040573041346,-3.48841196719822,-134.06383078614,-5.36255323144559,-9.5759879132957,-67.0319153930699,-1.91519758265914,-134.06383078614,-0.802325367662973,-2.00177201077867,-0.335998460086374,-1.69920628010071,-2.79788937384679,0,-33.5159576965349,-2.91443110404652,-0.600202865206732,-0.849603140050353,-0.00599016299973834,-134.06383078614,-1.20942590570857,0,-1.97373362865987,-1.79979550792377,-1.20942590570857,-0.00844593592326565,-67.0319153930699,-1.19407973858152,-3.57771140711914,-1.75432655251446,-44.6879435953799,-2.91443110404652,-33.5159576965349,-3.94746725731975,-0.813427770313356,-2.84700929029783,-2.35198922060462,-67.0319153930699,-7.44799059922999,-2.43752419611163,-2.35198922060462,-4.93117773281893,-13.406383078614,-1.40890792366255,-0.471750327835199,-0.480844868495377,0,-134.06383078614,-1.03126023681646,-0.347421621233218,-2.56420484707369,-0.00170794553620496,-0.00123962964221633,-0.00274728731518213,-0.526047225151127,-1.96614372653267e-06,-0.000575999272980192,-0.0522666006963508,-0.0503542304722861
"R2O2 max",3.48841196719822,4.93117773281893,5.59577874769357,9.86235546563787,9.86235546563787,0.408887222432284,6.70319153930699,0.0240551574408335,3.94746725731975,3.2417027164513,3.28745182187929,2.00177201077867,3.94746725731975,1.7875177438152,4.62289071676344,0.971477034682172,2.85242193161999,5.58599294942249,1.21938708663237,3.28745182187929,1.18502768639838,3.28745182187929,7.05599109400735,0.981433334666664,0.0403815828333046,0.0240551574408335,1.44236685902959,8.93758871907598,1.44236685902959,0.0240551574408335,0.125880284756926,4.93117773281893,3.19199597109857,1.22847857637017,3.58223921574455,9.86235546563787,2.84700929029783,1.44236685902959,134.06383078614,1.54096357225448,13.406383078614,134.06383078614,2.49166883885201,0.469635974554184,1.08213303756515,26.8127661572279,2.75865129090144,1.25776750983625,11.171985898845,0.380647805435049,1.79979550792377,0.981433334666664,9.86235546563787,0.221630511423117,0.151827667934473,1.44236685902959,4.44442302395822e-06,12.1876209805582,22.34397179769,3.32749996034568e-05,0.161134412002572,0.000727484481117794,0.0436232239661483,0.962417021230587
"TERP median",0,0,0,0,0,0.199380656679065,2.92869322821576,0,-3.85099000011195,-1.96734492595698,0,-0.971112863421253,0,0.592352112817914,1.38069392221835,0.239542114117442,0,-0.947696823685416,0,-18.8923122202832,-0.272939454995198,0,0,0,0,0,0,6.39400079319835,0,0,-0.00716436848944048,1.11312465100949,1.7216691472537,-1.3398899001635,1.31286248161396,0,-2.78556058191886,-0.545878909990396,0,1.63856993939102,0,-2.3261649308642,-2.29431400917072,-0.294011932656419,0.349462434728304,1.58753396165888,0,0.618486826446108,6.74803722117058,-0.0365984813455266,0,0,0,-0.113856652439631,-0.0281130375657322,0,0,0,0,0,0,-0.000589972945397256,-0.0125095109240804,-0.000124186578979293
"TERP min",-324.623199556336,-1378.13266413731,-1158.83776671755,-1044.92843931601,-1378.13266413731,-173.838496287963,-386.279255572515,-1378.13266413731,-971.714354271927,-1298.49279822534,-1378.13266413731,-759.020011502964,-540.542495891174,-85.9670844208018,-432.830932741782,-232.91722825437,-165.548252388221,-269.184096646601,-4.97664326036345,-361.046350252445,-437.834561178898,-129.849279822534,-1298.49279822534,0,-759.020011502964,-1192.15809553902,0,-39.4498647542071,-365.851542461139,-1192.15809553902,-10.1099003863209,-459.377554712436,-181.265048136902,-90.4634261507119,-90.5520983265456,-1298.49279822534,-543.312589959274,-343.769371859715,-321.117839602322,-36.2461368992455,-287.374386846404,-485.857177135963,-483.871599401985,-88.9558687283827,-108.293285645959,-277.909901900885,-151.038293276685,-1158.83776671755,-301.705951918768,-13.6635707315088,-100.947334166946,0,-540.542495891174,-26.3877280245721,-3.86764646645142,-90.8962823892067,-0.122523026221042,-1.80894228195799,-4.00900721947446,-0.671820888742222,-0.00286911541819256,-0.761276026401235,-2.38130094248832,-239.557703512658
"TERP max",112.72573363515,91.4628856152848,361.046350252445,361.046350252445,365.851542461139,543.312589959274,1298.49279822534,115.450645573786,17.9689364331195,13.7139069053985,72.2092700504891,82.7487444310899,1298.49279822534,103.298651242491,458.034409218076,65.4334870311537,259.698559645069,459.377554712436,365.851542461139,348.632642082526,261.232109829003,687.051613827114,321.117839602322,513.291173960407,234.945310092283,115.450645573786,108.293285645959,1192.15809553902,628.351713629359,115.450645573786,1.28632956938596,193.728030057161,379.510005751482,112.72573363515,759.020011502964,180.523175126223,173.431001622083,1158.83776671755,1374.10322765423,57.6028625938079,185.498971175049,1158.83776671755,1374.10322765423,90.9891034768884,33.7170811209925,308.894947760176,308.894947760176,1378.13266413731,135.096238562423,27.2122591293294,311.47924905801,108.293285645959,111.496704621565,88.9558687283827,89.0630300923437,108.293285645959,0.00687559125711638,321.117839602322,321.117839602322,2.11768210719185,0.559333781089721,0.159090026736749,1.91437792596475,176.981442000113
"METHACRO median",0,0,0,0,0,-0.00701406300010495,0.0142537294406789,0,-0.0192779656518534,-0.0209989269274095,0,0.00260697858340366,0,0.0112834344569421,0.0195274682376253,0.0037888791780509,0.0108833700047016,0.0267006002590983,0,0.0288056924615704,0.00566086778110509,0.0115530550643534,0.0219832429936975,0,0,0,0,0.0501639484315792,0,0,0.000131414613553685,0.286470426559735,0.0022138011513121,-0.00457198427999753,0.00295639632344791,0.207363488808212,0.110326967254399,0.128706057418688,0.168072379544355,0.0115552191144207,0.162728901980211,0.0686586863805386,0.244093352970316,0.015240797872206,0.00827199517667375,-0.0112678574766614,0.00658863604836529,0.0190468591144075,0.0137264134653191,-0.000465207995792057,0,0,0,0.0051034870186059,0.00094326150710375,0,0,0,0,0,0,-3.02235414797557e-06,1.30712503270344e-05,5.26960549712727e-07
"METHACRO min",-2.04831251251265,-4.60870315315346,-20.2203381062123,-20.5243063225963,-20.5243063225963,-18.6307838163868,-36.3594717042018,-14.8648245680121,-0.623266914605884,-0.997475734989836,-4.98613531684707,-4.32951747565102,-36.3594717042018,-1.39174873034385,-12.3754774393728,-1.76792534848183,-7.27189434084035,-11.9702508796672,-20.5243063225963,-20.2203381062123,-6.50873822129123,-18.5632161590592,-9.99079042661624,-6.77125448770342,-19.1092270877545,-14.8648245680121,-0.0864170773847113,-28.4066714424284,-10.2828020459622,-14.8648245680121,-0.0509386760393458,-3.26893515471822,-12.1316571912313,-1.42402630020238,-24.2633143824626,-10.2621531612982,-4.7285481342816,-33.6984104373366,-46.8273995429009,-0.578209526447879,-5.19421024345739,-46.8273995429009,-37.1264323181184,-1.15837947608376,-2.20325600414771,-9.36547990858019,-9.84269353640983,-37.1264323181184,-9.97227063369415,-0.557798092334955,-11.3187786780537,0,-3.30179722354486,-1.42725577523089,-0.657967683271103,-0.0864170773847113,-4.11826818327309e-05,-9.99079042661624,-9.99079042661624,-0.000308331073407357,-0.0562829321429098,-0.00445472576625848,-0.036681285381135,-3.34796163855392
"METHACRO max",9.08986792605044,37.1264323181184,33.6984104373366,46.8273995429009,46.8273995429009,8.2943797497778,11.2328034791122,46.8273995429009,29.4886858488419,36.3594717042018,37.1264323181184,24.2633143824626,46.8273995429009,2.46067338410246,12.1198239014006,4.07352653669539,4.81405863390523,6.05954923418174,0,19.494219252576,10.9610187901482,3.63594717042018,36.3594717042018,4.99840309959594,46.8273995429009,28.4066714424284,0.976373411881264,1.74744032347079,20.5243063225963,28.4066714424284,0.0201749843153296,23.4136997714505,6.21026127212894,1.87213391318537,3.10513063606447,36.3594717042018,18.6307838163868,13.1593536654221,9.99079042661624,0.7016146085312,7.25620094087448,14.7443429244209,31.6286196375944,2.60152219682783,1.73462857934364,6.61166406397061,2.81790372570052,33.6984104373366,20.4254138261357,0.0882380824444447,0,0.61022348100913,46.8273995429009,0.705803879275829,0.659571921450368,0.914011345857519,0.00518075599048257,0.00650347719793146,0.0144131116278481,1.59567284506863,1.0314992847783e-05,0.0205686605640545,0.0469841090569089,4.41365182528267
"OLE1 median",-2.13746277339514,-12.7423649144222,0,0,0,-0.29260377270198,2.00039521165357,0,-2.70208578524951,-3.1530741565291,-11.5752558596626,-1.07226205990193,0,1.22370374565488,1.31595798260691,0.239860746946595,0.431229217971023,0.706900985840936,0,-8.99783999628854,-0.730273259273289,0.449657817029614,1.02486074052667,0,0,0,0,5.44963249395349,0,0,0.00200927338341266,8.77811318105941,1.09110491408731,-1.21320219585637,0.789995909680075,0,-2.02070354798092,0.402888184099137,4.86918445110895,0.798866818208148,5.39126285710239,1.615305089908,4.36823799004438,-0.76267774675132,-0.398030214935768,0,1.74495868288296,0.238275906045864,2.70590312463964,-0.0349070217959269,0,0,0,0.0822983152438817,0.0325455753951617,0,0,0,0,0,0,-0.000373309142355003,-0.00772027098360506,0
"OLE1 min",-71.5516385127639,-91.147000135669,-80.8281419192368,-178.450369519552,-175.560589079988,-27.4890297412105,-66.0528187119222,-178.450369519552,-37.8729060129094,-41.879008389191,-81.3731595224689,-37.8979980175621,-84.6943997888231,-33.7442814387761,-72.1638536712946,-72.1638536712946,-35.0357386715423,-78.7352308786276,-96.3824784079104,-91.147000135669,-175.560589079988,-27.0845294229435,-70.0714773430846,0,-132.409754677183,-178.450369519552,0,-68.8955586630979,-49.7719082150962,-178.450369519552,-3.55174714145712,-178.450369519552,-66.0528187119222,-74.1357981337453,-13.7353885416502,-92.6020468773007,-87.6541485321732,-83.9195281264023,-83.9195281264023,-39.8041805439333,-81.2535882688304,-83.9195281264023,-84.6943997888231,-29.6427839605863,-92.6618724696278,-95.087302067421,-57.9021512347041,-80.8281419192368,-38.268716588405,-4.01257262563491,-96.3824784079104,0,-96.3824784079104,-10.4393409779834,-1.80928093381515,-85.4456414664393,-0.00124186320275862,-0.640164873545085,-1.41874377380262,-0.00929771926672681,-0.00101534854217983,-0.0312604255865251,-1.52694790223653,-73.3794551873388
"OLE1 max",66.214557287111,48.5449808440758,85.677382990303,0,38.9447081400134,88.9889510938472,67.8865073827833,96.3824784079104,18.8842127129218,12.5894751419478,60.9324465641465,37.5813370021816,84.0698765426189,50.9054654826338,74.6736463949837,18.3448637968347,41.9597640632011,53.3293310059311,0,94.0025813397432,44.028831924873,41.1842186646127,83.9195281264023,178.450369519552,81.3731595224689,96.3824784079104,80.8281419192368,102.254952730643,178.450369519552,96.3824784079104,0.657274165126456,175.560589079988,66.6877495988488,38.0015182203763,26.9563142855119,96.3824784079104,63.5571487212415,96.3824784079104,85.3670795309241,53.3293310059311,71.5516385127639,84.0698765426189,80.8281419192368,35.5102549530625,11.3933750169586,94.0025813397432,83.2555882598556,79.0645119160092,63.7118245721108,19.9711745111934,16.43606543144,76.7780209880946,80.8281419192368,37.7684254258435,41.879008389191,80.8281419192368,0.0390205355345146,61.3370189799458,61.3370189799458,12.0183249446305,0.0448698017409991,0.00487795441419127,1.19764976688543,38.0432356806995
"ISOPROD median",-0.179801025516301,-0.693719875982103,0,0,0,-0.020023526386524,0.129699469132627,0,-0.152130683981602,-0.180308261387257,-0.665290029951281,-0.0511890968608261,0,0.0990451258752328,0.0701424724830922,0.0131740599990353,0.0198197161446766,0.033045243329189,0,-0.473962799348468,-0.0433690192429401,0.0207199361634672,0.0443866612099921,0,0,0,0,0.54092478416177,0,0,9.66289132834359e-05,0.499545741768967,0.0743269794010864,-0.0826549689759618,0.0600770736030734,-0.0527433571727892,-0.120291232766248,0.0990451258752328,0.454324557524384,0.060163528996598,0.473941358424246,0.0548676812718632,0.399702333533247,-0.0349475622391594,-0.0197464742146807,-0.0104159147291649,0,-0.00640405964641958,0.187937834009462,-0.00252508400677222,0,0,0,0.00499250889130849,0.00151783845328305,0,0,0,0,0,0,-1.96155288243883e-05,-0.000505961700300177,0
"ISOPROD min",-8.93801629687386,-15.6003259749525,-20.8004346332701,-62.4013038998102,-62.4013038998102,-4.60034061459885,-7.60082105055102,-62.4013038998102,-4.25613331580664,-7.06064640877039,-31.2006519499051,-3.08269373361526,-62.4013038998102,-4.44592043639338,-10.867855633598,-10.867855633598,-4.89197502923721,-14.8045047116305,-3.83666949529678,-15.6003259749525,-13.5117810959168,-5.55357954253899,-9.78395005847443,0,-62.4013038998102,-15.3202265329786,0,-3.65457357782702,-5.9709567228626,-15.3202265329786,-0.414365292627341,-31.2006519499051,-7.60082105055102,-3.96843659357531,-2.47335633882232,-20.8004346332701,-6.29349464755078,-19.3623276900082,-19.3623276900082,-1.8111319828872,-16.660738627617,-20.9427783913278,-31.2006519499051,-4.52475461297348,-4.83965293989114,-15.7259888270589,-6.29349464755078,-6.24013038998102,-2.06050663446512,-0.70874768052927,-10.7563160201888,0,-62.4013038998102,-1.2248962723288,-0.179311410516454,-4.26547222581821,-0.000336509395122894,-0.0767499347262291,-0.170094449933805,-0.00251941589018711,-0.000121731037670228,-0.00472493651593012,-0.0243279937231229,-11.5302223475257
"ISOPROD max",10.7563160201888,2.48449630075821,10.7563160201888,0,10.7563160201888,7.11948766528664,8.56202947217628,3.83833496671848,0.822024839746655,0.548016559831103,3.30241131298394,4.79247369723169,7.06064640877039,4.46900814843693,12.2640020327409,2.88255558688143,4.84058192250205,7.86299441352947,0,9.74408272948195,4.20322833399902,8.79571266772927,19.3623276900082,15.3202265329786,10.7563160201888,3.81852266144596,2.58042192836907,11.9530163759131,15.3202265329786,3.81852266144596,0.0772796250602502,13.5117810959168,7.89515815743,3.38163489491964,4.93244296152822,6.72939934095977,5.9709567228626,5.6040687248212,62.4013038998102,2.82933782807859,9.2494840694414,62.4013038998102,8.52851041125388,3.81036187527247,2.63914243474037,18.4989681388828,18.4989681388828,9.89663673739092,5.20010865831752,0.607319858263846,0,1.9222585331063,2.58042192836907,4.12416244187844,4.04635006448818,2.18270542229902,0.0127239767371331,19.3623276900082,19.3623276900082,2.8102689451827,0.0750015671872719,0.000865063269881204,0.0138754625672424,0.56272112384061
"OLE2 median",0,0,0,0,0,-0.036678052931811,1.27136333181188,0,-1.61315572939544,-1.34765858035357,-2.49691553362802,-0.430238462541492,0,0.673791061716625,0.641191223757614,0.104986161297959,0.151915480503728,0.13204099055452,0,-6.97320212704983,0.28077605061296,0.134446653997975,0.343226999050128,0,0,0,0,3.39084673799454,0,0,-0.000292990057086153,3.20345199113452,0.6984040704093,-0.657147354481692,0.555087566147126,0,-1.12523905587775,0,1.23571743114157,0.630313045949385,0.988096073055546,0,0,0.455360581579067,0.276145349973985,0.820153641443344,0.610828993316263,0.378305130492862,2.42661513357066,-0.0156718621897451,0,0,0,0.0154750209274479,0.00745209050379663,0,0,0,0,0,0,-0.000229268274992902,-0.00476859042391987,0
"OLE2 min",-108.731939343559,-467.066744026589,-385.68188830038,-363.934565358013,-467.066744026589,-47.7897761147623,-128.56062943346,-467.066744026589,-320.795176584078,-434.927757374238,-467.066744026589,-247.640872307536,-192.759137527535,-26.472516574413,-144.975919124746,-81.4648883853255,-55.09741261434,-95.8118545029544,-15.3885893701827,-119.773377963801,-149.415828891438,-43.4927757374237,-434.927757374238,0,-247.640872307536,-410.360062925871,0,-20.8195483769714,-121.915834092073,-410.360062925871,-3.36058104600222,-155.68891467553,-62.0946389543671,-31.2266457253404,-28.9657177638783,-434.927757374238,-173.79430658327,-115.98761802585,-115.98761802585,-18.8154106009734,-102.969636805543,-160.397588292039,-174.627298949642,-28.4585229749026,-44.6860201047551,-99.256408248832,-62.3914767566601,-385.68188830038,-95.0117722838907,-4.00156383255734,-37.3995749370687,0,-192.759137527535,-8.92014403508535,-1.23732708586533,-38.053205199078,-0.000612337695120974,-0.605475453545613,-1.34186451866866,-0.00458451782210991,-0.000960328572354744,-0.256466895607936,-0.88727774677421,-84.0683559844863
"OLE2 max",49.5395100793369,31.8106621821943,119.773377963801,119.773377963801,121.915834092073,173.79430658327,434.927757374238,21.3790147660692,9.13245529993321,6.08830353328881,23.9546755927602,30.2406011563882,434.927757374238,35.7260446536833,154.307582190775,22.0439403129678,86.9855514748475,155.68891467553,121.915834092073,114.530405372057,90.9836413395033,231.461373286162,115.98761802585,197.98081262649,67.3938850504847,18.6857561369245,45.0109041942324,410.360062925871,233.816620329222,18.6857561369245,0.46625632663724,71.646011310014,123.820436153768,49.5395100793369,247.640872307536,62.3914767566601,47.361108016501,385.68188830038,462.922746572325,21.1638065066114,62.1325367677482,385.68188830038,462.922746572325,30.24522941402,9.46607931877112,111.312035632939,111.312035632939,467.066744026589,40.9771290020603,11.2858166861586,101.028484244165,44.6860201047551,44.7595867903143,28.4585229749026,28.7082996609616,45.0109041942324,0.0200603479081424,115.98761802585,115.98761802585,6.17858715570787,0.186373266559783,0.0532869097493552,0.702566670915315,70.336164488616
"MVK median",0,0,0,0,0,-0.00729351786231359,-0.00963388236177035,0,-0.00437745767853241,-0.00567479347289109,0,0,0,0,0,0.000984514902532484,0.00420570351161518,0.0178254821256245,0,0.127349558948133,-0.00528725626322902,0.0051662846299557,0.0062221341840053,0,0,0,0,0,0,0,0.00010368478738664,0.108195704439341,-0.00536202628003782,-0.00322103584174808,-0.00640429357108261,0.0373895075236494,0.106518572723188,0.0601727310584831,0.0657896705876347,0.00157690620725798,0.0948412055560826,0.0468729596103252,0.182841791327818,0.00535972447833257,-0.000779775662520021,-0.0475997518836105,0,-0.0111370417753879,-0.0221046310785287,-9.94904730413383e-05,0,0,0,0.00259522569876709,0.000633258598085849,0,0,0,0,0,0,3.88060608383483e-06,6.27093491673806e-05,8.7083989840924e-07
"MVK min",-2.44604588508098,-5.32416293687783,-24.4604588508098,-25.1165880657078,-25.1165880657078,-21.3757753302632,-40.2031480730762,-17.1298535473898,-0.765864061339784,-1.20318790877861,-6.12691249071827,-5.40743227159191,-40.2031480730762,-1.55777280524294,-13.5957002629149,-1.94224289470213,-8.04062961461524,-13.0674846239186,-25.1165880657078,-24.4604588508098,-6.22391669075078,-20.3935503943724,-14.5975626229613,-7.91969729284044,-23.3331243753987,-17.1298535473898,-1.18817879759917,-30.4794710352629,-11.3657795123121,-17.1298535473898,-0.0729211484553318,-3.53981286954108,-13.7539061599992,-0.778838900729685,-27.5078123199983,-12.5582940328539,-0.999251544123903,-37.5272728500839,-98.3938532735178,-1.13096383073009,-9.83938532735178,-98.3938532735178,-40.7871007887448,-0.644938156917713,-1.65779547807633,-19.6787706547036,-12.6574061795628,-40.7871007887448,-12.2538249814365,-0.716188183155728,-9.88468188142266,-0.98962342572047,-1.18817879759917,-2.08536608899447,-0.766898828435225,-1.18817879759917,-3.37431288765119e-05,-14.5975626229613,-16.3989755455863,-0.000252631802583309,-0.118261842876824,-0.00492564911456459,-0.0453902615987233,-3.76254482751752
