"time","H2SO4","HCOOH","CCO_OH","RCO_OH","CCO_OOH","RCO_OOH","XN","XC","SO2","O1D","ALK1","BACL","PAN","PAN2","PBZN","MA_PAN","H2O2","N2O5","HONO","ALK2","ALK3","TBU_O","ALK5","ARO2","HNO4","COOH","HOCOO","BZNO2_O","MEOH","ALK4","ARO1","DCB2","DCB3","CRES","DCB1","NPHE","ROOH","BALD","PHEN","CO","MGLY","ACET","HNO3","ETHENE","GLY","BZ_O","ISOPRENE","R2O2","TERP","METHACRO","OLE1","ISOPROD","OLE2","MVK","CCHO","HCHO","RNO3","O3P","RCHO","MEK","PROD2","O3","HO2","RO2_N","MA_RCO3","C_O2","BZCO_O2","RO2_R","NO","NO2","NO3","CCO_O2","RCO_O2","OH","CH4","CO2","NH3","Tracer","PM25","PM25_10","UFP"
305,4.54880150866095e-08,0.000200717588640051,0.000580459276224412,1.55030467586765e-06,9.05765900528742e-06,1.6082707027062e-05,2.9451654567596e-06,2.47843974231586e-05,0.000279965581231051,2.72941073127318e-40,0.00443051800459933,2.04960441027733e-06,0.000150707335278024,0.000121626192271353,9.29393451719255e-07,2.37205571430199e-05,0.000100482126905779,5.47956688979615e-07,0.000224538305104989,0.00171646769077844,0.160591121616695,2.68916976257707e-13,0.0109680699877245,0.00742722564405692,2.25431448007175e-05,0.000545136167638047,6.22692507415206e-10,6.94824540359489e-17,0.000566871006722964,0.00361214536785373,0.0349717295686568,1.35199278554657e-05,2.33754026871869e-05,7.27875280172219e-06,2.5581322426231e-05,4.22544902305985e-05,0.000124349726649311,0.00140496107249015,0.00375221364193744,0.129436546979631,8.99789906089627e-05,0.0188333666001371,2.88895268190625e-05,0.00300228789091247,0.000728763826481839,2.02717643688798e-10,0.00405116134944637,0.000338730685243413,0.0104848834068496,0.000198842699981947,0.00320545613512564,0.000598685642339432,0.0030439333563107,9.30640670097817e-05,0.000199880076348469,9.62244880595092e-05,0.000334504742726348,1.4349744723371e-39,0.000306086678856285,0.0003284441210335,0.000968042581005947,0.00151974748115742,5.86478413560413e-06,9.18692732794606e-05,1.25382987601687e-08,5.08998137976028e-05,3.2894010107691e-10,0.00017998254139723,5.18881959496733e-05,0.0134516446407038,3.97475010873924e-08,4.98651192084628e-08,4.31185128179813e-08,3.54061698332383e-10,2.40335310006679,69.6329551659649,1.36416023242915e-05,89.0130567632855,258.870567861885,11.9621039594722,63411.0068088785
310,7.57041271414407e-08,0.000411350111983403,0.00113455992060806,7.67219145578975e-07,1.64218844455264e-05,3.02473301947466e-05,5.76060646960651e-06,4.7672015724211e-05,0.000474426613361513,1.16335591489808e-39,0.00862650239588949,3.86531622356147e-06,0.000287429036335066,0.000233299936446192,1.57190667037894e-06,4.57041041262596e-05,0.000167966173520962,1.23160116714617e-06,0.000392367464802941,0.00334277389188084,0.311201505757549,4.82129330340153e-13,0.0212725115003591,0.0143620694199219,3.47524257626961e-05,0.00103088648868069,8.80022728649361e-10,3.33885729845371e-17,0.000950946352416827,0.00699251177746443,0.0677468828555984,2.65641458597878e-05,4.56567968738439e-05,1.25184972175582e-05,4.88445352470939e-05,8.42180120692083e-05,0.000239370660890508,0.00272131951273017,0.00727061829585219,0.273341601846884,0.000182236376025093,0.0354479850228243,5.75317079696224e-05,0.00591877484776668,0.00141135692625651,1.07723743674207e-10,0.00787310667038868,0.000571396699655021,0.0203191152176062,0.000390918297906344,0.00633888438853295,0.00117575441804901,0.00590884692174361,0.000182335317888187,0.000337567012747159,3.69210533667414e-05,0.000603937382007516,3.64010257578345e-39,0.000622334802821797,0.000589364163412215,0.00193270883208338,0.00355494348257204,8.30688943619825e-06,0.000154279164716778,2.27738769752001e-08,8.63012994547569e-05,6.42262950849746e-10,0.000304013014560313,7.93471407592562e-05,0.024399452960043,8.01056880261203e-08,8.68441158128268e-08,7.60676056761627e-08,6.43625276667431e-10,4.65562463964593,123.075004519262,6.19887584730802e-05,172.430504083119,314.690881883023,9.17943815831827,74453.7548184669
315,5.58885635192854e-08,0.000419095380469584,0.00109697343347951,1.3848497253329e-06,1.350733041089e-05,2.61005191081517e-05,4.77245101088526e-06,3.88686923199693e-05,0.000357007462448867,7.8283935657942e-39,0.0072188343204213,3.29702976268784e-06,0.000236994302146769,0.00019346625872688,1.13344742439033e-06,3.90767553820767e-05,0.000127447872102655,1.13689069622546e-06,0.000299386216243156,0.0028289091926126,0.258721484018126,3.22437396450953e-13,0.0177721140020307,0.0119554802881641,2.48799800130421e-05,0.000828698450482923,5.95697091273117e-10,9.58298584883861e-16,0.000725959236725685,0.00590230892054038,0.0562975522308878,2.19804955662506e-05,3.76531881854151e-05,9.11165254834558e-06,3.92138255397998e-05,7.09093644955374e-05,0.000179602216196177,0.00226022958807527,0.00603903672133495,0.283102120325602,0.000155546956535053,0.0280501410339282,4.98709127233766e-05,0.00501175241568761,0.00117330620563703,5.01117523541029e-10,0.00655999822639321,0.000408570246572943,0.0168893733820669,0.000318518628305028,0.00534815733077467,0.000978164421137366,0.00493689107380011,0.000142414831880672,0.000191793853032637,0.000148227772784936,0.000477055941051587,1.36181333218972e-38,0.000578763316445619,0.000459009626642609,0.00163705867072885,0.00378180769646254,5.64307605322938e-06,0.000109724381999392,1.75125066566664e-08,6.19077033482199e-05,5.20397308151908e-10,0.000217558436452827,5.31686047056202e-05,0.0191227315597374,6.91375589185229e-08,6.36190826869612e-08,5.65977659784654e-08,6.90955553864254e-10,3.86622017185946,86.1610988623417,8.70838544004916e-05,143.193310967915,162.706063942704,3.10714339984845,37134.8723130234
320,4.31525777905551e-08,0.000441566142364221,0.00112031955129171,1.46132029008799e-07,1.16589668339096e-05,2.35905479965791e-05,3.96360771343167e-06,3.17843749905679e-05,0.000280691795380333,2.64787395120085e-41,0.00612706816191313,2.93593573032794e-06,0.000198899294344999,0.000163288936163115,8.28506556905073e-07,3.45153716971578e-05,0.000102296516879079,1.02457354803746e-06,0.000233170114802017,0.00244905011153286,0.217872540289905,3.41582232661953e-14,0.0150887322117356,0.0101098906829247,1.86363763010053e-05,0.000669588075954408,4.25858722524685e-10,3.11893904689412e-16,0.000588674804534009,0.00511136743637211,0.047384682772371,1.81457614906798e-05,3.10393471187048e-05,6.65917994844755e-06,3.1397166714197e-05,5.97537310736329e-05,0.000124676998450595,0.00190076076661947,0.00507755004573804,0.310180682087438,0.000132476168576084,0.0220789074460319,4.31733051254157e-05,0.00430086744902843,0.000988502393386824,7.39759030749591e-10,0.00553311806649903,0.000292594320315681,0.0142184610307297,0.000255365624529478,0.0045490366785915,0.000815476575219166,0.00418938490603658,0.000105514953527451,5.95682473610266e-05,0.000295233944421076,0.000388224487634945,6.09958942257984e-39,0.000560042279021054,0.000365028764871498,0.00139107716794049,0.00400816711205287,4.06877279663897e-06,7.80838639298433e-05,1.34646989351481e-08,4.44123016571444e-05,4.17072785599543e-10,0.000155859733082733,3.65000565597535e-05,0.0152523293298269,5.99076244669361e-08,4.6188499869567e-08,4.19058753125051e-08,5.92582342135667e-10,3.25021212006145,54.9820235615531,0.000100146639334987,120.378205320783,84.7376537270377,1.17331280321186,18614.4746038989
325,3.46363597940904e-08,0.000456076571568539,0.0011421712455619,1.7665005111909e-06,1.03510967154825e-05,2.174608289932e-05,3.30672133155615e-06,2.61158964872566e-05,0.000228720684291929,6.12354334082313e-41,0.00526972307920343,2.67597168065951e-06,0.000169367818306311,0.000139813662898725,6.17520047896344e-07,3.10865411943053e-05,8.53417574511169e-05,9.06083269494697e-07,0.000184010740929347,0.00216068241764724,0.185762648530408,1.26056597136688e-13,0.0130005547528012,0.00867475701451498,1.43361094020151e-05,0.00054446799648319,3.13808794917898e-10,6.74251377931434e-18,0.000497930073556597,0.00452033253130751,0.0403787618290551,1.49865458210067e-05,2.56346338552709e-05,4.90778061690972e-06,2.51613986609811e-05,5.05297108568979e-05,7.91083322073859e-05,0.00161791158550224,0.0043203058510056,0.340486804678248,0.000112867985240477,0.0173184622569694,3.71314426473261e-05,0.00373696014919738,0.000843519111043921,8.62993249332819e-10,0.00472253766939491,0.000209583479480689,0.0121190136946493,0.000202332541148019,0.00390307765157118,0.000682418149175305,0.00360648330826548,7.40887027624028e-05,4.86602297513757e-05,0.000396359157153897,0.000323888832685366,5.97167111968669e-39,0.000548992558375742,0.000295119153377734,0.00118753968984344,0.00413498985467636,3.02675848595323e-06,5.55187866560455e-05,1.03406301559749e-08,3.18561510538608e-05,3.32303593539612e-10,0.000111644256728267,2.55408638657089e-05,0.0123448451849439,5.19214345984486e-08,3.30708451346438e-08,3.07882943401315e-08,5.93583390991553e-10,2.76521353805176,29.7175214975697,0.000103399364845501,102.415300525278,44.6155123469228,0.550868238830283,9396.99821374706
330,5.57998344585006e-08,0.000887874151318258,0.00221845247526964,7.20677623827407e-06,1.81360179610617e-05,3.91775977862416e-05,5.40484026264036e-06,4.20484806317439e-05,0.000372385858769956,6.83405356359964e-40,0.00893208531069408,4.79547377385282e-06,0.000284058496693817,0.000235736907801642,9.17861683278168e-07,5.50477853196703e-05,0.000141795598247561,1.5367975765405e-06,0.000285056751839368,0.00376801156459782,0.312008993521702,5.12749786726955e-13,0.0220971469712798,0.0146841335888589,2.18633570141173e-05,0.000868324259045668,4.58639004964088e-10,2.31205818254764e-16,0.000840585498199571,0.0079114754622794,0.0677815634112526,2.41660235001708e-05,4.1379840167652e-05,7.12952573750525e-06,3.94168526667949e-05,8.36645721647781e-05,8.53354310315273e-05,0.00271235333634534,0.00723919816763758,0.714133816161589,0.000187737699749134,0.0264006810636051,6.17803290359222e-05,0.00639445030625819,0.00141834446197499,1.76260325384577e-09,0.00793635338264303,0.000291677166066215,0.0203492973300183,0.000309650285557233,0.00657998030097737,0.00111780065640251,0.00612343842849999,9.500540103366e-05,0.000254286783457032,0.000886724119862059,0.000536282950833868,1.13636288887903e-38,0.0010461140176868,0.00047017259395871,0.00198567967448099,0.00806624774944458,4.4693864692606e-06,7.65918468603645e-05,1.5431631425223e-08,4.44326603136896e-05,5.13556834477756e-10,0.000155345556486386,3.52963283756365e-05,0.0196839732883813,8.74553417428305e-08,4.51223474884992e-08,4.35286779129508e-08,1.13620996026286e-09,4.63310864441843,19.3355777448122,0.00019487359217189,171.596594146279,46.4520689902582,0.663510980048874,9322.90295990997
335,5.21355509269318e-08,0.000950343493490976,0.00238286023020778,1.14930422423386e-05,1.81082824401578e-05,3.98797139677736e-05,5.05109366173826e-06,3.87142974856359e-05,0.000349735994274753,3.16186905934784e-39,0.00868447059127663,4.88453450045649e-06,0.000272757057470137,0.000227498090997496,7.94961329118673e-07,5.54945858896203e-05,0.000135099345172867,1.46067894921042e-06,0.000251707744125931,0.00377236067462863,0.300587339149913,7.19512464137305e-13,0.0215561572887808,0.0142681739426238,1.91618402408794e-05,0.000792050083001485,3.85153491089222e-10,8.36671541523847e-16,0.000814443753584988,0.00795287520170755,0.0652624736601012,2.2216607913165e-05,3.81133573183505e-05,5.96992490544751e-06,3.5272646329218e-05,7.91754914502977e-05,3.87390827714209e-05,0.00260786084901311,0.0069564980601198,0.830210964078905,0.000178043384846778,0.0228282818346256,5.79994706308087e-05,0.0062732653354031,0.0013681583406802,1.92251626407615e-09,0.00764692454274723,0.000229047713793213,0.0195999443584369,0.000267735671755736,0.00635352576217798,0.00104580428162448,0.00596666903808116,6.3124455686529e-05,0.000404580967283133,0.00103336155895719,0.000510718212180629,1.37432860973241e-38,0.0011219051076835,0.000428306766764981,0.00189746483728096,0.00870404538859133,3.78953161934061e-06,5.95123533680806e-05,1.30184164262998e-08,3.50446379812167e-05,4.4899145435899e-10,0.000121956575151941,2.79326531172835e-05,0.0179696756179067,8.33542955152902e-08,3.37114082706551e-08,3.42645807976285e-08,1.20845317938216e-09,4.45190486588681,10.9552687627498,0.000199612780574652,164.885347482914,28.0339408957307,0.556841191342406,5311.37353356738
340,6.95983530978901e-08,0.00139342811276424,0.00351703602530618,2.19953571755239e-05,2.54389533349407e-05,5.6720520306531e-05,6.7061324869517e-06,5.06449797884667e-05,0.000466536419744848,2.56563917046443e-38,0.0120061657635893,6.98686770943377e-06,0.000371360846018032,0.000311204206132339,9.96294088951876e-07,7.87330116062984e-05,0.000181646466321211,1.93385709838643e-06,0.00031348499114206,0.00536607814781608,0.411828255974427,1.38614182629529e-12,0.0299046507012983,0.0197204821469112,2.38508563802334e-05,0.00102594221842924,4.3763225469281e-10,1.59875387454446e-14,0.00111389407578231,0.0113575666257702,0.0893636837959752,2.8949313483385e-05,4.9787199132341e-05,7.17160244526035e-06,4.48595868005015e-05,0.00010641826980574,5.31396395513592e-07,0.00356573836206721,0.009506412840383,1.32937660228619,0.000239387146267637,0.0278292238538502,7.62799208050575e-05,0.00874887945535407,0.00187702206249702,2.83588832324024e-09,0.0104750861668862,0.000250584676561398,0.0268494988601209,0.000325918030885775,0.00872193623111732,0.00138856326806225,0.00826797614898805,5.03125132378371e-05,0.000751755488945836,0.00160554980166753,0.000690852773318354,1.12978705240038e-38,0.00167679603350345,0.000551380822791618,0.0025742838936091,0.0129557047114599,4.55107618251764e-06,6.425082132296e-05,1.53647984774793e-08,3.86526782224612e-05,5.5122974730372e-10,0.000133400991297359,3.12383240798019e-05,0.0232486380954599,1.11543515528469e-07,3.3277894341141e-08,3.67968030920177e-08,1.940025167231e-09,6.08338939297399,54.0079578675689,0.000278838802225574,225.310697995879,24.5083500107535,0.72228754765622,4326.0633803894
345,3.33471264121513e-08,0.000709650445168845,0.00180629437222164,1.3667239793155e-05,1.26687206989742e-05,2.84400919122513e-05,3.19914886448902e-06,2.3809547247655e-05,0.00022193728088248,1.68089306162212e-37,0.00595702838734551,3.5375200064549e-06,0.000180852851661307,0.000152223182247363,4.55952785170837e-07,3.96271562533826e-05,8.65531953736678e-05,9.0162101293215e-07,0.000138729320028874,0.00273458170002785,0.202561569362115,8.15455563860613e-12,0.0148863699865648,0.0097825975880829,1.06125137244881e-05,0.000476913576127721,3.0087938980299e-10,1.05160679567704e-13,0.000540096061384955,0.00580780607891942,0.043929924509394,1.35313020471952e-05,2.33387695731894e-05,3.12970635584775e-06,2.05377601599201e-05,5.13844625639512e-05,2.09541251487287e-05,0.00175033000116186,0.00466405756344739,0.742964355407083,0.000115515173227746,0.0121063012109723,3.55031193881227e-05,0.00437936904833417,0.000924498047883605,1.48142400736073e-09,0.00515016487730037,9.57322919729886e-05,0.0132052672595035,0.000141860763819933,0.00430167277160437,0.000661780596499255,0.00411118738193418,9.32348588656839e-06,0.000452306561499122,0.00085392500323552,0.000334010136131148,1.748365882298e-37,0.00088219750121243,0.000252399565450703,0.00125409467140524,0.00674983177454587,1.94452869280403e-06,2.41205867637247e-05,6.38636220673635e-09,1.49792767215028e-05,2.35064398704827e-10,5.09731188302059e-05,1.23844529806577e-05,0.0107436954284525,5.27432777457831e-08,1.02389185373644e-08,1.32896224866181e-08,1.52661451881763e-10,2.98444167306625,44.3651669775454,0.000134899740793849,110.534868580251,7.90174736481715,0.341635395619775,1277.8939007545
350,2.29452144446839e-08,0.000505576125993876,0.0012993101902585,1.14330363157631e-05,8.97385737437591e-06,2.01900276526826e-05,2.20592616216503e-06,1.61829361892138e-05,0.000150511518041839,8.89143915498619e-39,0.00425942102110692,2.54399995419677e-06,0.000126458682710235,0.000106872727976411,3.05433128283518e-07,2.83939128383793e-05,5.84363936121336e-05,5.94566637633875e-07,8.73610837255997e-05,0.00200346492169779,0.143630974317814,3.69897790850371e-11,0.0106742222161345,0.00699174219715704,6.75801022177187e-06,0.000319779212677289,1.21345827058832e-10,8.66985231891112e-14,0.000371467566279474,0.00426627075766394,0.0311327089634407,9.13216570357929e-06,1.58004298300732e-05,1.99673351339897e-06,1.36369974367866e-05,3.58555966000723e-05,2.61409877645219e-05,0.0012387038121856,0.00329926589554348,0.584159643792066,8.05488921239233e-05,0.00757016034167879,2.34778372433146e-05,0.00316050502471455,0.000656417935776953,9.98648450678775e-10,0.00364973173280654,5.06374865797446e-05,0.00936352570835731,8.93441678176059e-05,0.00306398082069098,0.000455452043796295,0.00294482576052983,2.12531533349782e-06,0.000366993044315694,0.000630363385384338,0.000231137728572565,1.32590067942093e-38,0.000656880700095181,0.000164344214254928,0.000882511193174984,0.00496373879611993,1.17916246857598e-06,1.24438028616713e-05,3.74296267838551e-09,8.12179526360497e-06,1.55484738700897e-10,2.69910978645201e-05,6.92280583244565e-06,0.00710911574312616,3.59077272362933e-08,3.10386606126693e-09,6.18461042723977e-09,1.79325629898571e-09,2.11095868185169,42.7810856741501,9.09190359592859e-05,78.1836500639296,3.80002573204218,0.229675608841647,552.801536067944
355,6.42051978503383e-08,0.00143219011778391,0.00372053934432497,3.72008756095808e-05,2.56624010500988e-05,5.76265506146508e-05,6.25375445754524e-06,4.5235813359155e-05,0.000411386506421472,3.82087593493983e-38,0.0124641660671062,7.37420763979076e-06,0.000360456791208638,0.000305767651961938,8.48146045274244e-07,8.22121645556962e-05,0.000157967399487004,1.57287456118797e-06,0.000221355613104528,0.00599083019995873,0.416945540288274,9.75354135007559e-11,0.0313025728023345,0.0204404796479847,1.74253826119873e-05,0.000878902574471131,2.96249874171161e-10,2.18806983513779e-13,0.00102555332252708,0.012777918223873,0.0903273148751877,2.53301048814773e-05,4.39643057382384e-05,5.29565721537165e-06,3.74183593228977e-05,0.000102843062693493,9.69716045419271e-05,0.00358915438172818,0.00955625641929531,1.84070920739852,0.000231091301344063,0.0193976937994091,6.25569364691496e-05,0.00934230733669714,0.00190795804256642,3.0603146239357e-09,0.010587423149293,0.000102687697810996,0.0271830506872399,0.000233507861936889,0.00895944785578367,0.00128762404421693,0.00862732883871509,2.40397252681926e-05,0.00116040067050805,0.00184369028513819,0.000648439789588096,4.96298899852766e-38,0.00196792822201995,0.000429987993116327,0.00255180809918748,0.0146797213585397,2.85776333822917e-06,2.42293663741086e-05,8.5649691173304e-09,1.7221670834326e-05,3.44677780712516e-10,5.4897679998012e-05,1.52406850548615e-05,0.0190867520958183,9.74025982125855e-08,3.1520631722586e-09,8.36668563317491e-09,1.10941128511925e-09,6.11368383333614,152.62068877916,0.000241788741407916,226.432722700716,7.76549124929341,0.614612762060086,999.959325529041
360,5.50820994904569e-08,0.00121722358092071,0.00320115993691814,3.59335803647697e-05,2.23747887566795e-05,4.99397761140425e-05,5.51814089553092e-06,3.93701527372679e-05,0.000340622023755948,4.74712020852096e-35,0.0112830782915504,6.50389767703265e-06,0.000316505060635781,0.000269399738221613,7.35696492277174e-07,7.26498419018074e-05,0.000128292485481259,1.25597332781318e-06,0.000169343502269876,0.00552592472451332,0.3745245727734,2.26651931459971e-10,0.0283721762370471,0.0184720779439425,1.3672843491252e-05,0.000748768924979317,1.67338146971562e-10,8.04978654393701e-13,0.000854967361429195,0.0117913930874067,0.0810949092364712,2.18748053644708e-05,3.80805155573267e-05,4.41362958253988e-06,3.21720172908705e-05,9.17850163755852e-05,9.51523290217746e-05,0.00321830998214005,0.00856679983795108,1.76101557800536,0.000206709682751554,0.0154730096434204,5.06035460089848e-05,0.00855374885489932,0.0017159013810037,2.23042932390156e-09,0.00950289717990162,5.6836250707359e-05,0.0244201113106332,0.000193756854289403,0.00813751913417722,0.00113216258054114,0.00781241652425791,3.01093858941129e-05,0.001089985033278,0.0016177204856073,0.000555742269777382,4.7463065892279e-35,0.00179402882895134,0.000338890680688792,0.00229540572973222,0.013227501825927,2.05655313808299e-06,1.23300950986687e-05,5.88947925581828e-09,1.04396251856534e-05,3.33896262473722e-10,3.06474266937422e-05,9.67878088708745e-06,0.0156676930595963,8.27026242725606e-08,1.30529305065987e-08,2.68960044326708e-10,1.16539280984701e-08,5.47989953754521,158.186806281676,0.000190093239700093,202.959232688879,5.07755008872028,0.489095348185613,573.830854272861
365,2.15015597481512e-07,0.00463128402015597,0.012289384235552,0.000153829080056313,8.74192459730866e-05,0.000193043024684357,2.17209373801798e-05,0.000152966497443373,0.00124748018322313,2.7209673367221e-39,0.0455343592101469,2.56039466046808e-05,0.00123829944001204,0.00105925237258464,2.84889696626723e-06,0.0002855936611629,0.000464085519183881,4.70871540630925e-06,0.000569645559642229,0.0227067028813119,1.49980723771394,7.27045093989791e-12,0.114615142103403,0.0744073066404347,4.01993883146217e-05,0.00283949373180349,1.38789236973763e-10,7.76429765772016e-15,0.00314388181555518,0.0484565889942357,0.324580748061728,8.4111393891536e-05,0.000147019608152757,1.64975694865914e-05,0.000123512527519745,0.000364795288120897,0.000401050105580478,0.0128654086993593,0.0342374571065509,7.45312015361588,0.00082611902484438,0.0547052151377765,0.000190084348887859,0.0349251762402779,0.00688022919499984,1.02749237303275e-08,0.0380194217803148,7.17705280661986e-05,0.0977929027636741,0.000724222527721863,0.0329897509301422,0.00444296941159535,0.031522259621573,0.000145253742867696,0.00450566391892903,0.00633756556985715,0.00210566257691339,3.42560820806588e-38,0.00726495392913804,0.00115976314834621,0.00922003719291312,0.0531693892815112,2.22071243458787e-06,7.9093295001283e-06,1.56559069411882e-08,2.07058949045984e-05,9.03831495233925e-10,4.04327235209927e-05,1.12638089046747e-05,0.0570626584537862,3.10625115253535e-07,9.53411684079207e-08,3.57691367342088e-08,7.10058876478725e-09,21.8978386550421,710.920389960083,0.000720003859079495,811.031027497968,15.5632791109569,1.83085607110048,1523.08281697166
370,2.42316147762379e-08,0.000505470194968904,0.00134557363166603,1.85970556857942e-05,9.67876515407535e-06,2.10897378366764e-05,2.36959068577188e-06,1.64845459482029e-05,0.00012775665128486,6.505525325497e-39,0.00511529229915917,2.85009736714871e-06,0.000135195845663135,0.000116513481901941,3.05849511969593e-07,3.14821853264425e-05,4.79138958902584e-05,4.96048604671168e-07,5.3005450298978e-05,0.00259961399907808,0.167177197480285,7.64907391212185e-13,0.0128937966929467,0.00834751778374431,1.7608140848613e-06,0.000298486362233382,1.22777252477241e-10,7.68848315126525e-15,0.000323282458934453,0.00555074076019916,0.0361610069842352,8.91940470779438e-06,1.56923370402547e-05,1.71073036474529e-06,1.3062751207375e-05,4.00858778853598e-05,4.75947123856839e-05,0.00143147658454556,0.00380797861491094,0.878413064725992,9.15306128460484e-05,0.0052622955643164,2.06570085746478e-05,0.00396623175020948,0.000768042444053852,1.16764886620948e-09,0.00423285951273074,1.75711628708095e-05,0.0108987119808765,7.43942904940967e-05,0.00371651788065029,0.000483733374892999,0.00354038824914196,2.0007804781753e-05,0.000522120460352884,0.000708304430214378,0.000220866648103673,1.08471705550122e-38,0.0008239938045742,0.000108196415621131,0.00102818264280537,0.00600885351659616,1.00784611579842e-06,5.95956676764537e-06,9.16247192843948e-10,8.56842630295399e-07,8.2229274374864e-11,9.04288955959217e-06,8.33970990316342e-06,0.00579607846640971,3.31322185082136e-08,1.51063379456595e-08,7.6853253575407e-09,7.82133084856387e-10,2.43536235348777,88.1713339111558,8.26947681760413e-05,90.1986024573071,1.42888387394654,0.206527866892778,119.42461455939
375,2.25297080437299e-08,0.000454123808959493,0.00121001117609739,1.82627035619974e-05,8.76462223281335e-06,1.88408948075138e-05,2.09262028138699e-06,1.43889580180457e-05,0.000105703409418815,2.31851612389827e-41,0.00466410447768491,2.59782898787598e-06,0.000119929905115387,0.000104248039727184,2.65865408688407e-07,2.82636683176503e-05,4.05963170913802e-05,4.26012732287417e-07,3.90894779471564e-05,0.00241609876696632,0.151250686333096,7.05965774834563e-13,0.0117756496194143,0.00760354136890309,1.12195767468758e-06,0.00025389545011511,2.46182795895932e-10,9.86347458824703e-16,0.000269900645719033,0.0051630096600953,0.032699379026393,7.61867475359204e-06,1.35239224128949e-05,1.43743731961798e-06,1.11257090491545e-05,3.55977726806078e-05,4.54066724015428e-05,0.00129274474020154,0.00343733441204397,0.838761533880993,8.20924377114227e-05,0.00400665066825928,1.81429974604217e-05,0.00365374413192085,0.000695992186014924,1.07818886936537e-09,0.0038242480214679,4.61235876727553e-05,0.00985768657700933,6.13388428742192e-05,0.00339509176451734,0.000426502237115595,0.00322726783517289,2.1999896250987e-05,0.000491562738704957,0.000649760190499197,0.000186643309903319,3.97082853091688e-39,0.000760100497069695,7.96971351736064e-05,0.000929095019004128,0.00553171419532126,2.20666789809653e-06,1.34924491229343e-05,8.98916280823409e-11,4.334146180374e-06,5.86967764980792e-11,2.42006137699454e-05,1.44975330498743e-05,0.00476695531994594,2.87918044573725e-08,1.75910175332189e-08,1.02587340857281e-08,6.88678267660416e-10,2.19824094493776,87.8158649234248,7.70522958208057e-05,81.4163288986559,1.13269186048462,0.191213480382698,81.5063238521286
380,3.19935999125858e-08,0.000623353894782209,0.00166224625163277,2.71158175429282e-05,1.21019801610094e-05,2.56988531816623e-05,2.81408238412911e-06,1.91333648809506e-05,0.000131367142559103,7.51797497833572e-41,0.00648258407324527,3.62205472397832e-06,0.000162130252177715,0.000142141214909624,3.51603590123676e-07,3.86813040019469e-05,5.23634490219201e-05,5.60613250945168e-07,4.18700337188535e-05,0.00342186529021286,0.208610965289356,9.7081557781642e-13,0.0163947520086543,0.0105592645347138,5.45658080576545e-06,0.000328505640996533,5.42110623749882e-10,1.66799359318784e-15,0.000342156072096778,0.00731832441783476,0.0450774845634761,9.85930132146861e-06,1.77008415502586e-05,1.83893294847221e-06,1.43637881815694e-05,4.80834334113807e-05,6.52104098462913e-05,0.00177974456160844,0.00472987241706083,1.21682931823353,0.000112097710228221,0.00451666811090491,2.39111896960253e-05,0.00512936293518824,0.000961566022675814,1.52218383267474e-09,0.00526612946848613,0.000113281082830714,0.013591593535629,7.63781784162698e-05,0.00472676849304944,0.000572484284931685,0.00448409473306514,3.57286739937334e-05,0.000703158114729542,0.000910051262543628,0.000238159341251923,5.37523440320989e-39,0.00106763029561976,8.59925081831826e-05,0.0012789452002089,0.00775938627063826,4.95276068496143e-06,3.1922325817576e-05,8.86367909016411e-10,1.17068469035452e-05,6.13406508463869e-11,5.96755323063651e-05,3.05674822723496e-05,0.00593321958566099,3.82144663274876e-08,2.95593826521968e-08,1.86397018162971e-08,9.28713494591696e-10,3.02478964536437,131.824637401745,0.000107167259541743,112.029243546571,1.42804088239073,0.266224824397732,90.8020814714946
385,4.64709227376225e-07,0.00876401822061417,0.0234100115702133,0.0004091844268244,0.00017131103761529,0.000360127192366175,3.89965061393796e-05,0.000262254921153177,0.00163666590679394,3.82939918939606e-39,0.0928107537116112,5.20027011131391e-05,0.00225451764058342,0.00199164827783364,4.77479875850228e-06,0.00054384674780012,0.000687065761223325,7.6450391267877e-06,0.000420351081391015,0.0498870983435664,2.9640878063784,1.28433938320778e-11,0.235110244089279,0.151052206083755,0.000135663343178304,0.00437204159487374,1.08085624300309e-08,5.59155308851079e-14,0.00443083486906046,0.106767004047592,0.640167754271342,0.000130781196143086,0.000238089567374718,2.41689508356904e-05,0.000190268457744689,0.000668840954356569,0.000952856614433489,0.0252416742662277,0.0670487570037777,18.1073842524121,0.0015771162504333,0.0505926627197633,0.000318153850807082,0.0741787898165242,0.0136863652636701,2.21769655805135e-08,0.0746910800575938,0.00240371134430305,0.193050740990132,0.000972685068960465,0.0678213821370203,0.00791239514986076,0.0641710240751653,0.000577234422056697,0.0102979802902281,0.0130693039397932,0.00309185461934618,7.83704609542696e-38,0.015394096047438,0.000896112982646269,0.018140687739923,0.111810128598219,9.92601689922697e-05,0.000666379416605796,2.69339713127564e-08,0.000257980548887018,6.33029387207378e-10,0.0012678495942479,0.000604217424569451,0.075070098919898,5.23046089742516e-07,4.94633787654597e-07,3.27727940829147e-07,1.26148078020771e-08,42.8775954030805,2015.69956566372,0.00149720416126242,1588.05906235726,18.9674543651108,3.73669644793888,1100.53509740609
