"time","H2SO4","HCOOH","CCO_OH","RCO_OH","CCO_OOH","RCO_OOH","XN","XC","SO2","O1D","ALK1","BACL","PAN","PAN2","PBZN","MA_PAN","H2O2","N2O5","HONO","ALK2","ALK3","TBU_O","ALK5","ARO2","HNO4","COOH","HOCOO","BZNO2_O","MEOH","ALK4","ARO1","DCB2","DCB3","CRES","DCB1","NPHE","ROOH","BALD","PHEN","CO","MGLY","ACET","HNO3","ETHENE","GLY","BZ_O","ISOPRENE","R2O2","TERP","METHACRO","OLE1","ISOPROD","OLE2","MVK","CCHO","HCHO","RNO3","O3P","RCHO","MEK","PROD2","O3","HO2","RO2_N","MA_RCO3","C_O2","BZCO_O2","RO2_R","NO","NO2","NO3","CCO_O2","RCO_O2","OH","CH4","CO2","NH3","Tracer","PM25","PM25_10","UFP"
340,-2.22840937459797e-11,4.46149676120184e-07,1.12608929676364e-06,-7.04250286765108e-09,-8.14507808996714e-09,-1.81608520255316e-08,-2.14717846558818e-09,-1.62155773396261e-08,-1.49376254620357e-07,8.214697797888e-42,3.84415020610174e-06,2.23706464445781e-09,-1.18902812177362e-07,-9.96417787909765e-08,-3.18994773418598e-10,-2.52088409199908e-08,-5.81598084430897e-08,-6.19184951275491e-10,-1.00372043584736e-07,1.71811807566768e-06,0.000131859721601023,-4.4381674317699e-16,9.57491104324295e-06,6.31413033954407e-06,-7.6365990837667e-09,3.28487551153401e-07,-1.40121680409916e-13,5.1189115304191e-18,-3.56648094429938e-07,3.63648086699551e-06,2.86125837546e-05,-9.26902989555169e-09,-1.59409319823184e-08,-2.29621325916006e-09,-1.4363202477827e-08,-3.40731439047223e-08,1.7014320837801e-10,1.14168287606148e-06,3.04377597304816e-06,0.000425641577860203,7.66472965460487e-08,-8.910398100438e-06,-2.44234070275341e-08,2.80122792102816e-06,6.00987433497531e-07,-9.07998514840296e-13,3.35392709381774e-06,8.02325367662973e-08,8.59670844208018e-06,1.04352870872514e-07,2.79260120346968e-06,4.44592043639338e-07,2.6472516574413e-06,1.61091277549468e-08,2.40698077527235e-07,5.14067082074146e-07,-2.2119816461236e-07,3.61736728931987e-42,5.36878795837637e-07,-1.76541849022521e-07,8.24237658803019e-07,-4.14817485593861e-06,-1.45716965678306e-09,2.05719138727787e-08,4.91952171883527e-12,1.23758661908427e-08,1.76493477470823e-13,4.27125077470705e-08,-1.00019283686571e-08,-7.44378002819854e-06,-3.5714151932539e-11,1.06549607017824e-11,1.1781649610323e-11,-6.21159851804686e-13,0.00194778774916788,0.0172923401572028,-8.92789804964474e-08,0.0721402805185703,-0.00784711627343766,-0.000231262992687293,-1.38512475696167
345,-2.19963472853264e-11,4.68097833984052e-07,1.19146333089858e-06,-9.01515018734939e-09,-8.35650954481935e-09,-1.87595815842329e-08,-2.11021449257817e-09,-1.57051934098576e-08,-1.46393708576736e-07,-1.10874643517898e-40,3.92936001672554e-06,2.33341001047749e-09,-1.19293701157835e-07,-1.0040907094083e-07,-3.00754424365482e-10,-2.61387647051255e-08,-5.70920000891039e-08,-5.94724974952464e-10,-9.15082836313104e-08,1.80377787310611e-06,0.000133613150688937,-5.3788873909968e-15,9.81930976586398e-06,6.45277230909043e-06,-7.00019949452292e-09,3.14580528347106e-07,-1.98465303046084e-13,-6.93658218085402e-17,-3.56256799666296e-07,3.83093037459415e-06,2.89769458328707e-05,-8.92548327475372e-09,-1.53946602294648e-08,-2.06440900044794e-09,-1.35470654759544e-08,-3.38940893934017e-08,-1.38217070980868e-08,1.15454825383253e-06,3.07649386805811e-06,0.00049007227130065,7.61958267599413e-08,-7.98552782287951e-06,-2.34184779258517e-08,2.88870834887489e-06,6.09815066957135e-07,-9.77173161488742e-13,3.39713874645911e-06,6.31466926004997e-08,8.71042503169769e-06,9.35738386743834e-08,2.83745852708806e-06,4.36522045329332e-07,2.7118110355417e-06,6.14993420830612e-09,2.98349311517924e-07,5.63263853521951e-07,-2.20318922247007e-07,-1.15325268670915e-40,5.81912887217915e-07,-1.66487163772411e-07,8.27222759165694e-07,-4.45230698427858e-06,-1.28264510424543e-09,1.59103605097261e-08,4.21255610612578e-12,9.8805926716708e-09,1.55052584874111e-13,3.362275987885e-08,-8.16900159055616e-09,-7.08672923871188e-06,-3.47903876311191e-11,6.75376958093657e-12,8.76606721351606e-12,1.00698161249954e-13,0.00196858987734682,0.0292640393702405,-8.89822262502587e-08,0.0729107307891802,-0.00521213063606274,-0.000225348676648617,-0.842921146709477
350,-2.15820287158889e-11,4.75539616139683e-07,1.22211757508777e-06,-1.07537943771002e-08,-8.44071638611091e-09,-1.89905288366456e-08,-2.0748710756986e-09,-1.5221500517461e-08,-1.41569559625693e-07,-8.36319467098946e-42,4.00636686190956e-06,2.39285974846992e-09,-1.18945714288502e-07,-1.00523370121157e-07,-2.87287205848098e-10,-2.67070174354516e-08,-5.49646606280575e-08,-5.59243160610198e-10,-8.21709216168993e-08,1.88443815051707e-06,0.000135097792164517,3.47921993203518e-14,1.00400617716505e-05,6.57635958194742e-06,-6.35651373057196e-09,3.00780982778942e-07,-1.14136615739661e-13,8.15477241061948e-17,-3.49398507553387e-07,4.01280965247168e-06,2.92831004248061e-05,-8.589619544766e-09,-1.48617190368005e-08,-1.878106658277e-09,-1.2826817155654e-08,-3.37253991377438e-08,-2.45879396749906e-08,1.16511184977242e-06,3.10325499335088e-06,0.000549454451052418,7.57634454470882e-08,-7.12041363883822e-06,-2.20830081494217e-08,2.97273796959017e-06,6.17419844722566e-07,-9.39318287549096e-13,3.43289949425473e-06,4.76290902444665e-08,8.80723434539752e-06,8.40361897721776e-08,2.88194831286077e-06,4.28393428687231e-07,2.7698723095512e-06,-1.9990493733867e-09,3.45189818994603e-07,5.92913207135516e-07,-2.17405729957524e-07,-1.24712831107617e-41,6.17855116000102e-07,-1.54580449003466e-07,8.30080797854938e-07,-4.66884079441899e-06,-1.10910788473373e-09,1.17045108182754e-08,3.52059154653629e-12,7.63927567668926e-09,1.46247318961218e-13,2.53875443434961e-08,-6.5115187583257e-09,-6.68675991164135e-06,-3.37744326689235e-11,2.91946395297499e-12,5.81717988119302e-12,-1.68671811862822e-12,0.00198554565700882,0.0402394417250839,-8.55174942742303e-08,0.073538723504224,-0.00357426445796641,-0.000216030475431365,-0.519959342910826
355,-2.09586880585689e-11,4.6751395407529e-07,1.21450639727183e-06,-1.21435892032333e-08,-8.37705164769737e-09,-1.88112012525701e-08,-2.04143111864711e-09,-1.47664571251715e-08,-1.3429008473255e-07,-1.24725956016152e-41,4.06871370632028e-06,2.40718388504546e-09,-1.17664950790191e-07,-9.9812617209115e-08,-2.76862761679319e-10,-2.68367541761806e-08,-5.15657541775492e-08,-5.13437983012512e-10,-7.22577517148265e-08,1.95560399432874e-06,0.000136104736203493,-3.1838766558915e-14,1.02181891927822e-05,6.67244477165613e-06,-5.68821794330672e-09,2.86902704281854e-07,-9.67057015324022e-14,-7.14257952010586e-17,-3.34774331267959e-07,4.17113272847963e-06,2.94858061188454e-05,-8.26857925022214e-09,-1.43513952223486e-08,-1.7286766703967e-09,-1.22145830395245e-08,-3.35713578050971e-08,-3.16547207730852e-08,1.17161802469689e-06,3.11947636648629e-06,0.000600868019662957,7.54358005283125e-08,-6.33204517716956e-06,-2.04206413383042e-08,3.04963634990314e-06,6.22820251036366e-07,-9.98987336097851e-13,3.45608309855763e-06,3.35206415980526e-08,8.87344169800927e-06,7.62246453778794e-08,2.92465842444864e-06,4.20322833399902e-07,2.8162438550662e-06,-7.8473569084577e-09,3.7879294029781e-07,6.01841141474212e-07,-2.11672072196088e-07,-1.62008282414634e-41,6.42396489815548e-07,-1.40362221726378e-07,8.32994083452049e-07,-4.79194381516453e-06,-9.32867935253064e-10,7.90926200204901e-09,2.79588759121716e-12,5.62171971972343e-09,1.12514162848816e-13,1.79204081404666e-08,-4.97506081374143e-09,-6.23054357935263e-06,-3.17954112810345e-11,-1.02893707955333e-12,2.73116134115143e-12,3.62148328047679e-13,0.00199570746048145,0.0498204119682419,-7.89277967658468e-08,0.0739150872550692,-0.00253491172311105,-0.000200629817960523,-0.326419608952419
360,-2.0064920872917e-11,4.43401668813552e-07,1.16609608983663e-06,-1.30896326278308e-08,-8.15053111816821e-09,-1.81917113800837e-08,-2.01010966282463e-09,-1.43414831085877e-08,-1.24079401792229e-07,1.72924765467047e-38,4.11012062388997e-06,2.36919422938514e-09,-1.15294243616023e-07,-9.81350471497135e-08,-2.67994358250298e-10,-2.64643748636023e-08,-4.67334868057688e-08,-4.57517154832338e-10,-6.16872632819011e-08,2.01294510145287e-06,0.000136429184565909,8.25631759229879e-14,1.03352173656241e-05,6.72887899575749e-06,-4.98064752973477e-09,2.72756292348879e-07,6.0956766518797e-14,2.93231978341623e-16,-3.11441513934586e-07,4.29528597255567e-06,2.95406847610826e-05,-7.96840067478925e-09,-1.38717031218104e-08,-1.60776602844217e-09,-1.17193968137557e-08,-3.34348020124864e-08,-3.46614230459106e-08,1.17234338802476e-06,3.12065375998217e-06,0.000641490403516182,7.52987534324881e-08,-5.63639942981658e-06,-1.84335048219287e-08,3.11589963941179e-06,6.25056520249981e-07,-8.12485150542819e-13,3.46164873419951e-06,2.0703910775115e-08,8.89558687283827e-06,7.05803879275829e-08,2.96427839605863e-06,4.12416244187844e-07,2.84585229749026e-06,-1.09680359152281e-08,3.97052103091604e-07,5.89291872286584e-07,-2.02441896223479e-07,1.72895127514088e-38,6.53516239025657e-07,-1.23448720282851e-07,8.36154299933624e-07,-4.81842159138418e-06,-7.49146753088695e-10,4.49152056292247e-09,2.14537819625327e-12,3.80287344220308e-09,1.21629388644829e-13,1.11640296440588e-08,-3.52571841745714e-09,-5.70731733920955e-06,-3.01263319183941e-11,-4.75482997557062e-12,-9.79748785415597e-14,-4.24521119052441e-12,0.00199617936915111,0.0576231803170679,-6.92458321004925e-08,0.0739325657881985,-0.00184961433389255,-0.000178164223067719,-0.209031078915539
365,-1.95821374431403e-11,4.21785402004202e-07,1.11923234412254e-06,-1.40096915000483e-08,-7.96154190613013e-09,-1.75810270793663e-08,-1.97819314577444e-09,-1.39311334257481e-08,-1.13611889981933e-07,2.47806935822732e-43,4.14695534129837e-06,2.33183084098257e-09,-1.12775771218943e-07,-9.64693993825652e-08,-2.59457884024377e-10,-2.60099006364522e-08,-4.22657078299228e-08,-4.28837318534104e-10,-5.18793881627486e-08,2.06796986781683e-06,0.000136592097555417,-6.62142520106854e-16,1.04383565286554e-05,6.77650422794169e-06,-3.66108299271068e-09,2.58601502292838e-07,-1.26399663367793e-14,7.07118672616303e-19,-2.86323069294935e-07,4.41309187252087e-06,2.95605755786556e-05,-7.66028555607362e-09,-1.33895317707426e-08,-1.50248482876675e-09,-1.12486690182988e-08,-3.32230384877431e-08,-3.65248771765876e-08,1.17169267887502e-06,3.1181114236224e-06,0.000678778772041848,7.52372222219211e-08,-4.98217363871292e-06,-1.73115712967379e-08,3.18074413844244e-06,6.26603815327294e-07,-9.35769177035436e-13,3.46254667815371e-06,6.53636462387293e-09,8.90630300923437e-06,6.59571921450368e-08,3.00447895174003e-06,4.04635006448818e-07,2.87082996609616e-06,-1.32287089415007e-08,4.10344789710675e-07,5.77181755637645e-07,-1.91769222665534e-07,-3.11980765778926e-42,6.61641890285171e-07,-1.05623227516587e-07,8.39697387804687e-07,-4.84230121383592e-06,-2.0224717008974e-10,7.20327172394615e-10,1.42583200991139e-12,1.8857500788515e-09,8.23147379651447e-14,3.68233355376299e-09,1.02583001739477e-09,-5.19687331431428e-06,-2.82895928083032e-11,-8.68301595615181e-12,-3.25760623859848e-12,-6.46672644905387e-13,0.00199430409362565,0.0647457251957092,-6.55729849054247e-08,0.0738631115004671,-0.00141739610607977,-0.000166741741728668,-0.138711876759494
370,-1.9879055651414e-11,4.14676043206643e-07,1.10387744910813e-06,-1.52565938483339e-08,-7.94023480942374e-09,-1.73015325639851e-08,-1.94395732799962e-09,-1.35235397772156e-08,-1.04808598361365e-07,-5.33698233408928e-42,4.19646735173224e-06,2.3381538827143e-09,-1.10911541166168e-07,-9.55849625481832e-08,-2.50911857321352e-10,-2.58272558354712e-08,-3.93074506868e-08,-4.06946788694179e-10,-4.34844440228938e-08,2.13266312778068e-06,0.00013714830163184,-6.27512311436874e-16,1.05777722361473e-05,6.84811029337372e-06,-1.44453110153751e-09,2.44871299779996e-07,1.00723614883322e-13,-6.30745354159556e-18,-2.65213443331312e-07,4.55369918585768e-06,2.96656527800079e-05,-7.31727308316252e-09,-1.28736299336465e-08,-1.40344357730069e-09,-1.07163786074475e-08,-3.28855259823742e-08,-3.90455999307095e-08,1.17435024246846e-06,3.12397747753242e-06,0.000720629737632708,7.50895952819007e-08,-4.31706542643693e-06,-1.69465314977624e-08,3.25380468519732e-06,6.3008423619241e-07,-9.579120915809e-13,3.47253992749614e-06,-1.44149751386529e-08,8.94105093685443e-06,6.10313532356846e-08,3.04894520902387e-06,3.96843659357531e-07,2.90445253781936e-06,-1.64139397391348e-08,4.28335535371545e-07,5.81076552941174e-07,-1.81193883682062e-07,-8.89876754457654e-42,6.75985436744964e-07,-8.87618339626776e-08,8.43497231401562e-07,-4.92952428307609e-06,8.26813615560818e-10,-4.88909057552842e-09,7.51667980247769e-13,-7.02933852714157e-10,6.74589925833702e-14,-7.41857719614314e-09,6.84170488894564e-09,-4.75496855895502e-06,-2.71809048493732e-11,-1.23928898459262e-11,-6.3048629607463e-12,-6.41643871621757e-13,0.00199791488117485,0.0723337206316963,-6.78408729188098e-08,0.0739968448032154,-0.00117222324273023,-0.000169430679607675,-0.0979731883697174
375,-2.05483078135416e-11,4.14185385529425e-07,1.10359539750868e-06,-1.66565697864791e-08,-7.99380778302547e-09,-1.71839113598766e-08,-1.90858246344507e-09,-1.31235051025536e-08,-9.64072055200514e-08,2.11461164485795e-44,4.25391462223853e-06,2.36936002837699e-09,-1.09382536230675e-07,-9.50798299345324e-08,-2.42483579640653e-10,-2.5777988574182e-08,-3.70260288358232e-08,-3.88546568758844e-10,-3.56517103359605e-08,2.20361227385542e-06,0.00013794877651097,-6.43878829631049e-16,1.07400270174154e-05,6.93483946698106e-06,1.02328585920855e-09,2.31566332386404e-07,2.24531976120115e-13,-8.99602034597835e-19,-2.46163933262855e-07,4.70894303352737e-06,2.98235957714946e-05,-6.94864192932303e-09,-1.2334546015742e-08,-1.31102029590671e-09,-1.01472461934347e-08,-3.2467086972358e-08,-4.14133320984252e-08,1.17905286630605e-06,3.13503421436549e-06,0.000764995717960118,7.48727269782694e-08,-3.65428131926622e-06,-1.65473913711369e-08,3.332411540749e-06,6.34782379172222e-07,-9.83366350147616e-13,3.48792027610494e-06,-4.20671974587979e-08,8.99074136782605e-06,5.59443301200124e-08,3.09650664345551e-06,3.88993023540508e-07,2.94344217622165e-06,-2.00650909081386e-08,4.48331706960938e-07,5.92616307918768e-07,-1.70228756439612e-07,-3.62160959963178e-42,6.932526135136e-07,-7.2688081986063e-08,8.47384724270245e-07,-5.04522143835029e-06,2.0126000356657e-09,-1.23058406792699e-08,8.19860088781935e-14,-3.95297487434581e-09,5.35346232096806e-14,-2.20722638773771e-08,1.32225313824569e-08,-4.34772013279195e-06,-2.62596771937328e-11,-1.60439559325132e-11,-9.3565183073679e-12,-6.28111691501533e-13,0.00200491420027446,0.080092801018836,-7.02758459715869e-08,0.0742560793069718,-0.00103307601509771,-0.000174396998193493,-0.0743381595541741
380,-2.12944174308968e-11,4.14894168800489e-07,1.10636394941249e-06,-1.80478451726841e-08,-8.05488028834129e-09,-1.71047368423949e-08,-1.87300726196195e-09,-1.27348550880748e-08,-8.74358239773203e-08,5.00384132642543e-44,4.31470205490267e-06,2.41078045173667e-09,-1.0791124717074e-07,-9.46068705206766e-08,-2.34021605532116e-10,-2.57456440175351e-08,-3.48522562212703e-08,-3.73135021239741e-10,-2.786801042368e-08,2.27753763506384e-06,0.000138848050474818,-6.46158988639089e-16,1.09120791002634e-05,7.02807397041321e-06,3.63181104161021e-09,2.18647987938132e-07,3.60819974851052e-13,-1.11018928605876e-18,-2.27733491874998e-07,4.87095717499403e-06,3.00028373065907e-05,-6.56218989078983e-09,-1.17813909619183e-08,-1.22396372834532e-09,-9.56030275627083e-09,-3.20035477523703e-08,-4.34029834685945e-08,1.18456890499371e-06,3.1481258101298e-06,0.000809901715199768,7.46104046174686e-08,-3.00622050701439e-06,-1.59148972309371e-08,3.41402017262522e-06,6.40002635845021e-07,-1.01314069151646e-12,3.50504974286986e-06,-7.53980380892456e-08,9.04634261507119e-06,5.08360677839116e-08,3.1460598890158e-06,3.81036187527247e-07,2.98454019886683e-06,-2.37804217203982e-08,4.68010553857148e-07,6.05715253083953e-07,-1.58514966791555e-07,-3.57766820500374e-42,7.10597283172736e-07,-5.72352086100241e-08,8.5124503147195e-07,-5.16452073871002e-06,3.29647659997818e-09,-2.12469785576442e-08,-5.89951999884876e-13,-7.79188604735993e-09,4.08273350974802e-14,-3.97190593998398e-08,2.03452168276596e-08,-3.94905402678789e-06,-2.54349244880177e-11,-1.96742421895409e-11,-1.24062810170834e-11,-6.18136529855233e-13,0.00201325057277173,0.0877403250706112,-7.1328777188009e-08,0.0745648343126844,-0.000950480681795732,-0.000177194893875082,-0.0604363820180068
385,-2.19027783884867e-11,4.13067650846032e-07,1.10336585823629e-06,-1.92857711721291e-08,-8.07426982583167e-09,-1.69735947155582e-08,-1.8379919777332e-09,-1.2360657118301e-08,-7.71397005712508e-08,-1.80488092048339e-43,4.37437703161442e-06,2.45100284432628e-09,-1.06260425542734e-07,-9.38708084268037e-08,-2.25046874252034e-10,-2.56327055557294e-08,-3.23829358658466e-08,-3.60327679979069e-10,-1.9812080412198e-08,2.35128978529872e-06,0.000139704043996875,-6.05337687070099e-16,1.10812681775769e-05,7.11942608418662e-06,6.39411478410347e-09,2.06064034274575e-07,5.09431562053814e-13,-2.63542320509937e-18,-2.08835091915319e-07,5.03216611828505e-06,3.0172528599069e-05,-6.16400834706081e-09,-1.12216903035525e-08,-1.13913635204791e-09,-8.9677751565866e-09,-3.1523960225898e-08,-4.49102493182131e-08,1.1896961907321e-06,3.1601568881444e-06,0.000853441251242191,7.43329929581012e-08,-2.38454460198894e-06,-1.49952978704888e-08,3.49621117628918e-06,6.45068803575442e-07,-1.04524966113022e-12,3.52035655356968e-06,-1.13292256281233e-07,9.09891034768884e-06,4.58448084354112e-08,3.19657242731141e-06,3.72928763364607e-07,3.024522941402e-06,-2.72063408249872e-08,4.85366691381109e-07,6.15985332379292e-07,-1.45725977767454e-07,-3.69377395016783e-42,7.25557949692142e-07,-4.22357958777025e-08,8.55010918603073e-07,-5.26985978329272e-06,4.67835230325933e-09,-3.14079424825997e-08,-1.26945791052167e-12,-1.21591964564928e-08,2.98360814991471e-14,-5.97565683159175e-08,2.84781096849035e-08,-3.53822055466339e-06,-2.46523243260673e-11,-2.3313189401521e-11,-1.54465460051744e-11,-5.94563919598177e-13,0.00202091633782979,0.0950043990599706,-7.0566558644858e-08,0.0748487519970828,-0.000893978266578342,-0.00017611880587426,-0.0518706643363512
390,-2.22189890653122e-11,4.06152366070054e-07,1.08816930977967e-06,-2.02447831098437e-08,-8.01631092271207e-09,-1.67246004047815e-08,-1.80415582396472e-09,-1.20033599481126e-08,-6.49280161000452e-08,-1.47920635652049e-41,4.42862275059427e-06,2.48119474129676e-09,-1.04230178133273e-07,-9.26237538407589e-08,-2.14798305296825e-10,-2.53579881155952e-08,-2.93272284906617e-08,-3.49831654831867e-10,-1.12746838275921e-08,2.42184497457764e-06,0.00014037786982291,-1.15838740240428e-15,1.12352973508203e-05,7.20072681872885e-06,9.35053224959132e-09,1.93751273700048e-07,6.71078068751289e-13,-2.76185168087927e-17,-1.88635979862106e-07,5.18527384680026e-06,3.03024958745814e-05,-5.7585040444151e-09,-1.06614181009918e-08,-1.05170465598739e-09,-8.37521806717385e-09,-3.10519596886166e-08,-4.58958071653586e-08,1.19325975983094e-06,3.16808951274763e-06,0.000893772050269947,7.40765352306581e-08,-1.80024692841205e-06,-1.37762470825642e-08,3.57668792380778e-06,6.49323099908813e-07,-1.08140828574555e-12,3.53033099294235e-06,-1.54572646747695e-07,9.13960279036167e-06,4.11061396633836e-08,3.24708374956757e-06,3.64628401296746e-07,3.06021089425334e-06,-3.00315073162586e-08,4.98670743070743e-07,6.20306185332592e-07,-1.3157341406103e-07,-1.80891175851187e-41,7.36007423889368e-07,-2.75174145155188e-08,8.58656426577769e-07,-5.34914375306296e-06,6.17208133725005e-09,-4.24705893319989e-08,-1.96168551301629e-12,-1.70103039257496e-08,2.11862355707089e-14,-8.15541967300514e-08,3.79845108565506e-08,-3.09857500483952e-06,-2.38616817807156e-11,-2.69948615990617e-11,-1.84818207340551e-11,-6.66142493948427e-13,0.00202594483242237,0.101622879206055,-6.78936985242941e-08,0.0750349929863701,-0.000844970110038853,-0.000170560670597669,-0.0460387909910301
395,-2.21323968227493e-11,3.92406391657919e-07,1.05608596427368e-06,-2.08181058433411e-08,-7.85523484753288e-09,-1.6309844082742e-08,-1.77200710495385e-09,-1.16649099923372e-08,-5.03291129049309e-08,1.21561613494913e-41,4.47324605413058e-06,2.49458901641502e-09,-1.01654057221572e-07,-9.06595250310917e-08,-2.02254945812677e-10,-2.48541221037532e-08,-2.54695900694008e-08,-3.41439323227594e-10,-2.10881708783715e-09,2.4862963566723e-06,0.000140733480638868,-3.31709812224853e-16,1.13622009096749e-05,7.26400528889476e-06,1.25426070119661e-08,1.81634135977654e-07,8.38920573618411e-13,1.9657162734093e-17,-1.66482795297434e-07,5.32324332305709e-06,3.03631639598818e-05,-5.34838305118508e-09,-1.01050099049416e-08,-9.55209421891767e-10,-7.78139805786576e-09,-3.06068550682682e-08,-4.63824699689473e-08,1.19410848391593e-06,3.16893655456114e-06,0.000929110019026846,7.38820254447676e-08,-1.26373009679369e-06,-1.22539305866555e-08,3.65326996447011e-06,6.52124478656735e-07,-1.10762127273352e-12,3.53151660555696e-06,-1.97942235756032e-07,9.15967913710758e-06,3.67521280270937e-08,3.2967028151679e-06,3.56094133473171e-07,3.08847088977292e-06,-3.19810824393196e-08,5.06430934717273e-07,6.16483398319896e-07,-1.15816814942894e-07,9.16385207525849e-42,7.40105409691682e-07,-1.29002476409411e-08,8.6219202246894e-07,-5.39432197808861e-06,7.78297304438781e-09,-5.40870900736525e-08,-2.66412182697082e-12,-2.23112076399339e-08,1.61926203827737e-14,-1.04420485703056e-07,4.93682030853486e-08,-2.61660117633273e-06,-2.3097124329221e-11,-3.0679435210316e-11,-2.14490222158105e-11,-4.15893757364357e-13,0.00202640547830134,0.107342145628831,-6.32959488605596e-08,0.0750520543923688,-0.000792077739039171,-0.000160313398090875,-0.0413945178405829
400,-2.15637360927893e-11,3.70649849185767e-07,1.0037086362067e-06,-2.0916213707069e-08,-7.57258850996691e-09,-1.56947407697383e-08,-1.74196643469072e-09,-1.13468446615685e-08,-3.2955386382482e-08,-1.31878070561296e-41,4.50416215479203e-06,2.48618227405147e-09,-9.8394570949634e-08,-8.78073301362235e-08,-1.86103480800845e-10,-2.40653396575091e-08,-2.06465375401109e-08,-3.35000337197037e-10,7.79815060522828e-09,2.54184278220849e-06,0.000140637237144152,-6.26299066150322e-16,1.14503044000757e-05,7.30146268305542e-06,1.59920689971971e-08,1.6962127069047e-07,1.02898835485332e-12,2.15890842724333e-18,-1.418505021146e-07,5.43927088743409e-06,3.03254624179355e-05,-4.93449232106812e-09,-9.5552772752399e-09,-8.41342781382398e-10,-7.17740207261362e-09,-3.02043804430386e-08,-4.64653781964627e-08,1.19111126904255e-06,3.15975291953619e-06,0.000957722546564199,7.37950218005827e-08,-7.84884806964613e-07,-1.04265948730789e-08,3.72388351633706e-06,6.52846744331973e-07,-1.14141692519823e-12,3.5204977780628e-06,-2.4190827212389e-07,9.1504846074901e-06,3.29105537798223e-08,3.3446022015077e-06,3.47285809139716e-07,3.10621262444159e-06,-3.28115757578676e-08,5.07361754593436e-07,6.03000230680772e-07,-9.82705895712892e-08,-1.57719534210986e-41,7.36258751439314e-07,1.8037796515555e-09,8.65662023095449e-07,-5.40038238985078e-06,9.52118300175735e-09,-6.58587560434144e-08,-3.38695834605278e-12,-2.80285052133053e-08,1.63666420619474e-14,-1.27559206422024e-07,6.33001206557088e-08,-2.08111384987229e-06,-2.22574474514363e-11,-3.44581313260872e-11,-2.44200246155917e-11,-4.98778418375059e-13,0.00202039780462578,0.1119157936993,-5.67847280973395e-08,0.0748295484302649,-0.000728410464929782,-0.000145330308798429,-0.0370286317342827
405,-2.04549348420686e-11,3.40077326137176e-07,9.28544756997808e-07,-2.04647845370562e-08,-7.15520086037567e-09,-1.4854397903792e-08,-1.71438590436316e-09,-1.10503715237091e-08,-1.24734686346392e-08,-7.57202995744352e-42,4.51737661281912e-06,2.45254093360384e-09,-9.43391036686965e-08,-8.39257178175477e-08,-1.64682241178537e-10,-2.29454925054102e-08,-1.47304904015239e-08,-3.304307925891e-10,1.85421410643001e-08,2.58577541289566e-06,0.000139957407808585,-3.9529500380072e-15,1.14881781345469e-05,7.30544181535551e-06,1.97028093363653e-08,1.57601725423021e-07,1.23355489729948e-12,-1.05411751160598e-16,-1.14304560267324e-07,5.52675619846565e-06,3.01607168335529e-05,-4.51557943711837e-09,-9.01326718908174e-09,-6.99580744326172e-10,-6.54528781406005e-09,-2.98572936704246e-08,-4.63062924913994e-08,1.18315281611707e-06,3.13762499572903e-06,0.000977921249330935,7.38654040868568e-08,-3.73170066176582e-07,-8.29146606574028e-09,3.78654935260311e-06,6.50876427432876e-07,-1.19541682455857e-12,3.49388467158394e-06,-2.84700929029783e-07,9.10342640270823e-06,2.97040641368089e-08,3.39000942287593e-06,3.38163489491964e-07,3.11038168302626e-06,-3.23060327765971e-08,5.00355984725414e-07,5.78813438662171e-07,-7.88143686324202e-08,-9.62781477813536e-42,7.23085087586723e-07,1.67904036521757e-08,8.69142973208788e-07,-5.36456659963545e-06,1.13689345290485e-08,-7.73132654330303e-08,-4.12677119391324e-12,-3.41114271359059e-08,2.34973203281685e-14,-1.50023571655072e-07,8.06712809109812e-08,-1.48261057508906e-06,-2.12517486481213e-11,-3.83251697243083e-11,-2.73821297612564e-11,-7.23000334098934e-13,0.0020060445583241,0.115103257483782,-4.83717537146331e-08,0.0742979472496002,-0.000649724875095732,-0.000125607617557863,-0.0323950091387248
